error,bikesInUsage,electricalBikesInUsage,mechanicalBikesInUsage,dateTime
0,109,13,96,2019-03-03 07:10:00
0,116,14,102,2019-03-03 07:15:00
0,119,14,105,2019-03-03 07:20:00
0,100,12,88,2019-03-03 07:25:00
0,101,12,89,2019-03-03 07:30:00
0,126,15,111,2019-03-03 07:35:00
0,114,14,100,2019-03-03 07:40:00
0,89,11,78,2019-03-03 07:45:00
0,129,15,114,2019-03-03 07:50:00
0,123,15,108,2019-03-03 07:55:00
0,171,21,150,2019-03-03 08:00:00
0,164,20,144,2019-03-03 08:05:00
0,190,23,167,2019-03-03 08:10:00
0,184,22,162,2019-03-03 08:15:00
0,209,25,184,2019-03-03 08:20:00
0,185,22,163,2019-03-03 08:25:00
0,185,22,163,2019-03-03 08:30:00
0,178,21,157,2019-03-03 08:35:00
0,190,23,167,2019-03-03 08:40:00
0,188,23,165,2019-03-03 08:45:00
0,195,23,172,2019-03-03 08:50:00
0,174,21,153,2019-03-03 08:55:00
0,145,17,128,2019-03-03 09:00:00
0,144,17,127,2019-03-03 09:05:00
0,159,19,140,2019-03-03 09:10:00
0,168,20,148,2019-03-03 09:15:00
0,144,17,127,2019-03-03 09:20:00
0,145,17,128,2019-03-03 09:25:00
0,154,18,136,2019-03-03 09:30:00
0,147,18,129,2019-03-03 09:35:00
0,161,19,142,2019-03-03 09:40:00
0,123,15,108,2019-03-03 09:45:00
0,140,17,123,2019-03-03 09:50:00
0,141,17,124,2019-03-03 09:55:00
0,98,12,86,2019-03-03 10:00:00
0,114,14,100,2019-03-03 10:05:00
0,115,14,101,2019-03-03 10:10:00
0,124,15,109,2019-03-03 10:15:00
0,139,17,122,2019-03-03 10:20:00
0,123,15,108,2019-03-03 10:25:00
0,114,14,100,2019-03-03 10:30:00
0,125,15,110,2019-03-03 10:35:00
0,139,17,122,2019-03-03 10:40:00
0,114,14,100,2019-03-03 10:45:00
0,115,14,101,2019-03-03 10:50:00
0,133,16,117,2019-03-03 10:55:00
0,126,15,111,2019-03-03 11:00:00
0,137,16,121,2019-03-03 11:05:00
0,129,15,114,2019-03-03 11:10:00
0,137,16,121,2019-03-03 11:15:00
0,117,14,103,2019-03-03 11:20:00
0,129,15,114,2019-03-03 11:25:00
0,126,15,111,2019-03-03 11:30:00
0,114,14,100,2019-03-03 11:35:00
0,110,13,97,2019-03-03 11:40:00
0,137,16,121,2019-03-03 11:45:00
0,125,15,110,2019-03-03 11:50:00
0,117,14,103,2019-03-03 11:55:00
0,137,16,121,2019-03-03 12:00:00
0,152,18,134,2019-03-03 12:05:00
0,111,13,98,2019-03-03 12:10:00
0,120,14,106,2019-03-03 12:15:00
0,127,15,112,2019-03-03 12:20:00
0,156,19,137,2019-03-03 12:25:00
0,141,17,124,2019-03-03 12:30:00
0,147,18,129,2019-03-03 12:35:00
0,124,15,109,2019-03-03 12:40:00
0,125,15,110,2019-03-03 12:45:00
0,143,17,126,2019-03-03 12:50:00
0,139,17,122,2019-03-03 12:55:00
0,148,18,130,2019-03-03 13:00:00
0,139,17,122,2019-03-03 13:05:00
0,144,17,127,2019-03-03 13:10:00
0,143,17,126,2019-03-03 13:15:00
0,150,18,132,2019-03-03 13:20:00
0,151,18,133,2019-03-03 13:25:00
0,122,15,107,2019-03-03 13:30:00
0,114,14,100,2019-03-03 13:35:00
0,153,18,135,2019-03-03 13:40:00
0,155,19,136,2019-03-03 13:45:00
0,129,15,114,2019-03-03 13:50:00
0,119,14,105,2019-03-03 13:55:00
0,130,16,114,2019-03-03 14:00:00
0,140,17,123,2019-03-03 14:05:00
0,151,18,133,2019-03-03 14:10:00
0,135,16,119,2019-03-03 14:15:00
0,125,15,110,2019-03-03 14:20:00
0,118,14,104,2019-03-03 14:25:00
0,129,15,114,2019-03-03 14:30:00
0,125,15,110,2019-03-03 14:35:00
0,117,14,103,2019-03-03 14:40:00
0,154,18,136,2019-03-03 14:45:00
0,150,18,132,2019-03-03 14:50:00
0,143,17,126,2019-03-03 14:55:00
0,115,14,101,2019-03-03 15:00:00
0,136,16,120,2019-03-03 15:05:00
0,134,16,118,2019-03-03 15:10:00
0,131,16,115,2019-03-03 15:15:00
0,141,17,124,2019-03-03 15:20:00
0,134,16,118,2019-03-03 15:25:00
0,135,16,119,2019-03-03 15:30:00
0,134,16,118,2019-03-03 15:35:00
0,130,16,114,2019-03-03 15:40:00
0,105,13,92,2019-03-03 15:45:00
0,127,15,112,2019-03-03 15:50:00
0,119,14,105,2019-03-03 15:55:00
0,120,14,106,2019-03-03 16:00:00
0,155,19,136,2019-03-03 16:05:00
0,156,19,137,2019-03-03 16:10:00
0,151,18,133,2019-03-03 16:15:00
0,138,17,121,2019-03-03 16:20:00
0,151,18,133,2019-03-03 16:25:00
0,135,16,119,2019-03-03 16:30:00
0,137,16,121,2019-03-03 16:35:00
0,122,15,107,2019-03-03 16:40:00
0,140,17,123,2019-03-03 16:45:00
0,136,16,120,2019-03-03 16:50:00
0,119,14,105,2019-03-03 16:55:00
0,161,19,142,2019-03-03 17:00:00
0,161,19,142,2019-03-03 17:05:00
0,184,22,162,2019-03-03 17:10:00
0,173,21,152,2019-03-03 17:15:00
0,162,19,143,2019-03-03 17:20:00
0,165,20,145,2019-03-03 17:25:00
0,163,20,143,2019-03-03 17:30:00
0,160,19,141,2019-03-03 17:35:00
0,149,18,131,2019-03-03 17:40:00
0,160,19,141,2019-03-03 17:45:00
0,153,18,135,2019-03-03 17:50:00
0,147,18,129,2019-03-03 17:55:00
0,195,23,172,2019-03-03 18:00:00
0,194,23,171,2019-03-03 18:05:00
0,168,20,148,2019-03-03 18:10:00
0,188,23,165,2019-03-03 18:15:00
0,201,24,177,2019-03-03 18:20:00
0,202,24,178,2019-03-03 18:25:00
0,201,24,177,2019-03-03 18:30:00
0,189,23,166,2019-03-03 18:35:00
0,179,21,158,2019-03-03 18:40:00
0,176,21,155,2019-03-03 18:45:00
0,193,23,170,2019-03-03 18:50:00
0,194,23,171,2019-03-03 18:55:00
0,165,20,145,2019-03-03 19:00:00
0,163,20,143,2019-03-03 19:05:00
0,148,18,130,2019-03-03 19:10:00
0,135,16,119,2019-03-03 19:15:00
0,146,18,128,2019-03-03 19:20:00
0,153,18,135,2019-03-03 19:25:00
0,148,18,130,2019-03-03 19:30:00
0,143,17,126,2019-03-03 19:35:00
0,153,18,135,2019-03-03 19:40:00
0,144,17,127,2019-03-03 19:45:00
0,142,17,125,2019-03-03 19:50:00
0,154,18,136,2019-03-03 19:55:00
0,100,12,88,2019-03-03 20:00:00
0,108,13,95,2019-03-03 20:05:00
0,108,13,95,2019-03-03 20:10:00
0,91,11,80,2019-03-03 20:15:00
0,99,12,87,2019-03-03 20:20:00
0,122,15,107,2019-03-03 20:25:00
0,91,11,80,2019-03-03 20:30:00
0,80,10,70,2019-03-03 20:35:00
0,83,10,73,2019-03-03 20:40:00
0,105,13,92,2019-03-03 20:45:00
0,105,13,92,2019-03-03 20:50:00
0,104,12,92,2019-03-03 20:55:00
0,87,10,77,2019-03-03 21:00:00
0,40,5,35,2019-03-03 21:05:00
0,77,9,68,2019-03-03 21:10:00
0,91,11,80,2019-03-03 21:15:00
0,58,7,51,2019-03-03 21:20:00
0,67,8,59,2019-03-03 21:25:00
0,63,8,55,2019-03-03 21:30:00
0,61,7,54,2019-03-03 21:35:00
0,68,8,60,2019-03-03 21:40:00
0,89,11,78,2019-03-03 21:45:00
0,94,11,83,2019-03-03 21:50:00
0,68,8,60,2019-03-03 21:55:00
0,68,8,60,2019-03-03 22:00:00
0,45,5,40,2019-03-03 22:05:00
0,66,8,58,2019-03-03 22:10:00
0,44,5,39,2019-03-03 22:15:00
0,47,6,41,2019-03-03 22:20:00
0,49,6,43,2019-03-03 22:25:00
0,83,10,73,2019-03-03 22:30:00
0,55,7,48,2019-03-03 22:35:00
0,37,4,33,2019-03-03 22:40:00
0,57,7,50,2019-03-03 22:45:00
0,41,5,36,2019-03-03 22:50:00
0,39,5,34,2019-03-03 22:55:00
0,38,5,33,2019-03-03 23:00:00
0,27,3,24,2019-03-03 23:05:00
0,30,4,26,2019-03-03 23:10:00
0,27,3,24,2019-03-03 23:15:00
0,31,4,27,2019-03-03 23:20:00
0,32,4,28,2019-03-03 23:25:00
0,4,0,4,2019-03-03 23:30:00
0,35,4,31,2019-03-03 23:35:00
0,15,2,13,2019-03-03 23:40:00
0,10,1,9,2019-03-03 23:45:00
0,26,3,23,2019-03-03 23:50:00
0,28,3,25,2019-03-03 23:55:00
0,22,3,19,2019-03-04 00:00:00
0,40,5,35,2019-03-04 00:05:00
0,14,2,12,2019-03-04 00:10:00
0,25,3,22,2019-03-04 00:15:00
0,23,3,20,2019-03-04 00:20:00
0,29,3,26,2019-03-04 00:25:00
0,33,4,29,2019-03-04 00:30:00
0,18,2,16,2019-03-04 00:35:00
0,39,5,34,2019-03-04 00:40:00
0,31,4,27,2019-03-04 00:45:00
0,7,1,6,2019-03-04 00:50:00
0,6,1,5,2019-03-04 00:55:00
0,24,3,21,2019-03-04 01:00:00
0,21,3,18,2019-03-04 01:05:00
0,23,3,20,2019-03-04 01:10:00
0,24,3,21,2019-03-04 01:15:00
0,27,3,24,2019-03-04 01:20:00
0,35,4,31,2019-03-04 01:25:00
0,11,1,10,2019-03-04 01:30:00
0,10,1,9,2019-03-04 01:35:00
0,11,1,10,2019-03-04 01:40:00
0,27,3,24,2019-03-04 01:45:00
0,39,5,34,2019-03-04 01:50:00
0,19,2,17,2019-03-04 01:55:00
0,0,0,0,2019-03-04 02:00:00
0,2,0,2,2019-03-04 02:05:00
0,12,1,11,2019-03-04 02:10:00
0,15,2,13,2019-03-04 02:15:00
0,17,2,15,2019-03-04 02:20:00
0,22,3,19,2019-03-04 02:25:00
0,18,2,16,2019-03-04 02:30:00
0,35,4,31,2019-03-04 02:35:00
0,14,2,12,2019-03-04 02:40:00
0,12,1,11,2019-03-04 02:45:00
0,28,3,25,2019-03-04 02:50:00
0,4,0,4,2019-03-04 02:55:00
0,27,3,24,2019-03-04 03:00:00
0,23,3,20,2019-03-04 03:05:00
0,20,2,18,2019-03-04 03:10:00
0,41,5,36,2019-03-04 03:15:00
0,15,2,13,2019-03-04 03:20:00
0,47,6,41,2019-03-04 03:25:00
0,19,2,17,2019-03-04 03:30:00
0,7,1,6,2019-03-04 03:35:00
0,23,3,20,2019-03-04 03:40:00
0,9,1,8,2019-03-04 03:45:00
0,13,2,11,2019-03-04 03:50:00
0,27,3,24,2019-03-04 03:55:00
0,33,4,29,2019-03-04 04:00:00
0,19,2,17,2019-03-04 04:05:00
0,38,5,33,2019-03-04 04:10:00
0,40,5,35,2019-03-04 04:15:00
0,43,5,38,2019-03-04 04:20:00
0,32,4,28,2019-03-04 04:25:00
0,42,5,37,2019-03-04 04:30:00
0,3,0,3,2019-03-04 04:35:00
0,22,3,19,2019-03-04 04:40:00
0,16,2,14,2019-03-04 04:45:00
0,27,3,24,2019-03-04 04:50:00
0,19,2,17,2019-03-04 04:55:00
0,43,5,38,2019-03-04 05:00:00
0,68,8,60,2019-03-04 05:05:00
0,43,5,38,2019-03-04 05:10:00
0,50,6,44,2019-03-04 05:15:00
0,42,5,37,2019-03-04 05:20:00
0,46,6,40,2019-03-04 05:25:00
0,45,5,40,2019-03-04 05:30:00
0,50,6,44,2019-03-04 05:35:00
0,59,7,52,2019-03-04 05:40:00
0,65,8,57,2019-03-04 05:45:00
0,49,6,43,2019-03-04 05:50:00
0,52,6,46,2019-03-04 05:55:00
0,96,12,84,2019-03-04 06:00:00
0,109,13,96,2019-03-04 06:05:00
0,121,15,106,2019-03-04 06:10:00
0,120,14,106,2019-03-04 06:15:00
0,113,14,99,2019-03-04 06:20:00
0,121,15,106,2019-03-04 06:25:00
0,116,14,102,2019-03-04 06:30:00
0,124,15,109,2019-03-04 06:35:00
0,113,14,99,2019-03-04 06:40:00
0,106,13,93,2019-03-04 06:45:00
0,114,14,100,2019-03-04 06:50:00
0,75,9,66,2019-03-04 06:55:00
0,205,25,180,2019-03-04 07:00:00
0,156,19,137,2019-03-04 07:05:00
0,179,21,158,2019-03-04 07:10:00
0,205,25,180,2019-03-04 07:15:00
0,206,25,181,2019-03-04 07:20:00
0,186,22,164,2019-03-04 07:25:00
0,191,23,168,2019-03-04 07:30:00
0,216,26,190,2019-03-04 07:35:00
0,194,23,171,2019-03-04 07:40:00
0,227,27,200,2019-03-04 07:45:00
0,200,24,176,2019-03-04 07:50:00
0,205,25,180,2019-03-04 07:55:00
0,319,38,281,2019-03-04 08:00:00
0,302,36,266,2019-03-04 08:05:00
0,288,35,253,2019-03-04 08:10:00
0,299,36,263,2019-03-04 08:15:00
0,300,36,264,2019-03-04 08:20:00
0,284,34,250,2019-03-04 08:25:00
0,297,36,261,2019-03-04 08:30:00
0,291,35,256,2019-03-04 08:35:00
0,311,37,274,2019-03-04 08:40:00
0,300,36,264,2019-03-04 08:45:00
0,297,36,261,2019-03-04 08:50:00
0,299,36,263,2019-03-04 08:55:00
0,253,30,223,2019-03-04 09:00:00
0,257,31,226,2019-03-04 09:05:00
0,238,29,209,2019-03-04 09:10:00
0,238,29,209,2019-03-04 09:15:00
0,263,32,231,2019-03-04 09:20:00
0,245,29,216,2019-03-04 09:25:00
0,233,28,205,2019-03-04 09:30:00
0,255,31,224,2019-03-04 09:35:00
0,256,31,225,2019-03-04 09:40:00
0,232,28,204,2019-03-04 09:45:00
0,253,30,223,2019-03-04 09:50:00
0,259,31,228,2019-03-04 09:55:00
0,214,26,188,2019-03-04 10:00:00
0,218,26,192,2019-03-04 10:05:00
0,193,23,170,2019-03-04 10:10:00
0,214,26,188,2019-03-04 10:15:00
0,206,25,181,2019-03-04 10:20:00
0,204,24,180,2019-03-04 10:25:00
0,220,26,194,2019-03-04 10:30:00
0,228,27,201,2019-03-04 10:35:00
0,232,28,204,2019-03-04 10:40:00
0,226,27,199,2019-03-04 10:45:00
0,209,25,184,2019-03-04 10:50:00
0,214,26,188,2019-03-04 10:55:00
0,224,27,197,2019-03-04 11:00:00
0,216,26,190,2019-03-04 11:05:00
0,217,26,191,2019-03-04 11:10:00
0,225,27,198,2019-03-04 11:15:00
0,214,26,188,2019-03-04 11:20:00
0,206,25,181,2019-03-04 11:25:00
0,210,25,185,2019-03-04 11:30:00
0,223,27,196,2019-03-04 11:35:00
0,215,26,189,2019-03-04 11:40:00
0,219,26,193,2019-03-04 11:45:00
0,223,27,196,2019-03-04 11:50:00
0,211,25,186,2019-03-04 11:55:00
0,239,29,210,2019-03-04 12:00:00
0,235,28,207,2019-03-04 12:05:00
0,215,26,189,2019-03-04 12:10:00
0,247,30,217,2019-03-04 12:15:00
0,224,27,197,2019-03-04 12:20:00
0,210,25,185,2019-03-04 12:25:00
0,217,26,191,2019-03-04 12:30:00
0,218,26,192,2019-03-04 12:35:00
0,231,28,203,2019-03-04 12:40:00
0,227,27,200,2019-03-04 12:45:00
0,226,27,199,2019-03-04 12:50:00
0,237,28,209,2019-03-04 12:55:00
0,239,29,210,2019-03-04 13:00:00
0,239,29,210,2019-03-04 13:05:00
0,240,29,211,2019-03-04 13:10:00
0,242,29,213,2019-03-04 13:15:00
0,210,25,185,2019-03-04 13:20:00
0,231,28,203,2019-03-04 13:25:00
0,209,25,184,2019-03-04 13:30:00
0,235,28,207,2019-03-04 13:35:00
0,235,28,207,2019-03-04 13:40:00
0,248,30,218,2019-03-04 13:45:00
0,249,30,219,2019-03-04 13:50:00
0,237,28,209,2019-03-04 13:55:00
0,209,25,184,2019-03-04 14:00:00
0,221,27,194,2019-03-04 14:05:00
0,209,25,184,2019-03-04 14:10:00
0,215,26,189,2019-03-04 14:15:00
0,227,27,200,2019-03-04 14:20:00
0,208,25,183,2019-03-04 14:25:00
0,225,27,198,2019-03-04 14:30:00
0,223,27,196,2019-03-04 14:35:00
0,204,24,180,2019-03-04 14:40:00
0,227,27,200,2019-03-04 14:45:00
0,223,27,196,2019-03-04 14:50:00
0,216,26,190,2019-03-04 14:55:00
0,201,24,177,2019-03-04 15:00:00
0,200,24,176,2019-03-04 15:05:00
0,204,24,180,2019-03-04 15:10:00
0,217,26,191,2019-03-04 15:15:00
0,199,24,175,2019-03-04 15:20:00
0,215,26,189,2019-03-04 15:25:00
0,195,23,172,2019-03-04 15:30:00
0,208,25,183,2019-03-04 15:35:00
0,211,25,186,2019-03-04 15:40:00
0,239,29,210,2019-03-04 15:45:00
0,193,23,170,2019-03-04 15:50:00
0,228,27,201,2019-03-04 15:55:00
0,227,27,200,2019-03-04 16:00:00
0,230,28,202,2019-03-04 16:05:00
0,226,27,199,2019-03-04 16:10:00
0,230,28,202,2019-03-04 16:15:00
0,223,27,196,2019-03-04 16:20:00
0,242,29,213,2019-03-04 16:25:00
0,220,26,194,2019-03-04 16:30:00
0,239,29,210,2019-03-04 16:35:00
0,217,26,191,2019-03-04 16:40:00
0,224,27,197,2019-03-04 16:45:00
0,212,25,187,2019-03-04 16:50:00
0,230,28,202,2019-03-04 16:55:00
0,287,34,253,2019-03-04 17:00:00
0,269,32,237,2019-03-04 17:05:00
0,268,32,236,2019-03-04 17:10:00
0,257,31,226,2019-03-04 17:15:00
0,267,32,235,2019-03-04 17:20:00
0,251,30,221,2019-03-04 17:25:00
0,259,31,228,2019-03-04 17:30:00
0,273,33,240,2019-03-04 17:35:00
0,286,34,252,2019-03-04 17:40:00
0,304,36,268,2019-03-04 17:45:00
0,263,32,231,2019-03-04 17:50:00
0,287,34,253,2019-03-04 17:55:00
0,318,38,280,2019-03-04 18:00:00
0,313,38,275,2019-03-04 18:05:00
0,320,38,282,2019-03-04 18:10:00
0,316,38,278,2019-03-04 18:15:00
0,316,38,278,2019-03-04 18:20:00
0,310,37,273,2019-03-04 18:25:00
0,298,36,262,2019-03-04 18:30:00
0,296,36,260,2019-03-04 18:35:00
0,323,39,284,2019-03-04 18:40:00
0,312,37,275,2019-03-04 18:45:00
0,308,37,271,2019-03-04 18:50:00
0,315,38,277,2019-03-04 18:55:00
0,260,31,229,2019-03-04 19:00:00
0,252,30,222,2019-03-04 19:05:00
0,242,29,213,2019-03-04 19:10:00
0,265,32,233,2019-03-04 19:15:00
0,269,32,237,2019-03-04 19:20:00
0,256,31,225,2019-03-04 19:25:00
0,262,31,231,2019-03-04 19:30:00
0,265,32,233,2019-03-04 19:35:00
0,264,32,232,2019-03-04 19:40:00
0,257,31,226,2019-03-04 19:45:00
0,257,31,226,2019-03-04 19:50:00
0,256,31,225,2019-03-04 19:55:00
0,162,19,143,2019-03-04 20:00:00
0,183,22,161,2019-03-04 20:05:00
0,159,19,140,2019-03-04 20:10:00
0,165,20,145,2019-03-04 20:15:00
0,191,23,168,2019-03-04 20:20:00
0,185,22,163,2019-03-04 20:25:00
0,193,23,170,2019-03-04 20:30:00
0,172,21,151,2019-03-04 20:35:00
0,161,19,142,2019-03-04 20:40:00
0,172,21,151,2019-03-04 20:45:00
0,176,21,155,2019-03-04 20:50:00
0,176,21,155,2019-03-04 20:55:00
0,134,16,118,2019-03-04 21:00:00
0,116,14,102,2019-03-04 21:05:00
0,124,15,109,2019-03-04 21:10:00
0,108,13,95,2019-03-04 21:15:00
0,125,15,110,2019-03-04 21:20:00
0,120,14,106,2019-03-04 21:25:00
0,111,13,98,2019-03-04 21:30:00
0,117,14,103,2019-03-04 21:35:00
0,118,14,104,2019-03-04 21:40:00
0,117,14,103,2019-03-04 21:45:00
0,141,17,124,2019-03-04 21:50:00
0,119,14,105,2019-03-04 21:55:00
0,72,9,63,2019-03-04 22:00:00
0,50,6,44,2019-03-04 22:05:00
0,64,8,56,2019-03-04 22:10:00
0,72,9,63,2019-03-04 22:15:00
0,67,8,59,2019-03-04 22:20:00
0,92,11,81,2019-03-04 22:25:00
0,73,9,64,2019-03-04 22:30:00
0,90,11,79,2019-03-04 22:35:00
0,76,9,67,2019-03-04 22:40:00
0,75,9,66,2019-03-04 22:45:00
0,74,9,65,2019-03-04 22:50:00
0,75,9,66,2019-03-04 22:55:00
0,66,8,58,2019-03-04 23:00:00
0,17,2,15,2019-03-04 23:05:00
0,21,3,18,2019-03-04 23:10:00
0,38,5,33,2019-03-04 23:15:00
0,45,5,40,2019-03-04 23:20:00
0,53,6,47,2019-03-04 23:25:00
0,51,6,45,2019-03-04 23:30:00
0,40,5,35,2019-03-04 23:35:00
0,57,7,50,2019-03-04 23:40:00
0,57,7,50,2019-03-04 23:45:00
0,47,6,41,2019-03-04 23:50:00
0,57,7,50,2019-03-04 23:55:00
0,33,4,29,2019-03-05 00:00:00
0,23,3,20,2019-03-05 00:05:00
0,38,5,33,2019-03-05 00:10:00
0,31,4,27,2019-03-05 00:15:00
0,30,4,26,2019-03-05 00:20:00
0,48,6,42,2019-03-05 00:25:00
0,1,0,1,2019-03-05 00:30:00
0,13,2,11,2019-03-05 00:35:00
0,16,2,14,2019-03-05 00:40:00
0,26,3,23,2019-03-05 00:45:00
0,27,3,24,2019-03-05 00:50:00
0,12,1,11,2019-03-05 00:55:00
0,12,1,11,2019-03-05 01:00:00
0,14,2,12,2019-03-05 01:05:00
0,53,6,47,2019-03-05 01:10:00
0,46,6,40,2019-03-05 01:15:00
0,19,2,17,2019-03-05 01:20:00
0,20,2,18,2019-03-05 01:25:00
0,10,1,9,2019-03-05 01:30:00
0,1,0,1,2019-03-05 01:35:00
0,23,3,20,2019-03-05 01:40:00
0,12,1,11,2019-03-05 01:45:00
0,23,3,20,2019-03-05 01:50:00
0,5,1,4,2019-03-05 01:55:00
0,13,2,11,2019-03-05 02:00:00
0,24,3,21,2019-03-05 02:05:00
0,26,3,23,2019-03-05 02:10:00
0,27,3,24,2019-03-05 02:15:00
0,6,1,5,2019-03-05 02:20:00
0,32,4,28,2019-03-05 02:25:00
0,12,1,11,2019-03-05 02:30:00
0,30,4,26,2019-03-05 02:35:00
0,22,3,19,2019-03-05 02:40:00
0,5,1,4,2019-03-05 02:45:00
0,18,2,16,2019-03-05 02:50:00
0,26,3,23,2019-03-05 02:55:00
0,29,3,26,2019-03-05 03:00:00
0,20,2,18,2019-03-05 03:05:00
0,40,5,35,2019-03-05 03:10:00
0,34,4,30,2019-03-05 03:15:00
0,19,2,17,2019-03-05 03:20:00
0,31,4,27,2019-03-05 03:25:00
0,45,5,40,2019-03-05 03:30:00
0,46,6,40,2019-03-05 03:35:00
0,7,1,6,2019-03-05 03:40:00
0,11,1,10,2019-03-05 03:45:00
0,40,5,35,2019-03-05 03:50:00
0,9,1,8,2019-03-05 03:55:00
0,10,1,9,2019-03-05 04:00:00
0,20,2,18,2019-03-05 04:05:00
0,31,4,27,2019-03-05 04:10:00
0,25,3,22,2019-03-05 04:15:00
0,18,2,16,2019-03-05 04:20:00
0,18,2,16,2019-03-05 04:25:00
0,17,2,15,2019-03-05 04:30:00
0,15,2,13,2019-03-05 04:35:00
0,53,6,47,2019-03-05 04:40:00
0,30,4,26,2019-03-05 04:45:00
0,37,4,33,2019-03-05 04:50:00
0,20,2,18,2019-03-05 04:55:00
0,43,5,38,2019-03-05 05:00:00
0,36,4,32,2019-03-05 05:05:00
0,13,2,11,2019-03-05 05:10:00
0,28,3,25,2019-03-05 05:15:00
0,23,3,20,2019-03-05 05:20:00
0,18,2,16,2019-03-05 05:25:00
0,31,4,27,2019-03-05 05:30:00
0,61,7,54,2019-03-05 05:35:00
0,44,5,39,2019-03-05 05:40:00
0,60,7,53,2019-03-05 05:45:00
0,50,6,44,2019-03-05 05:50:00
0,54,6,48,2019-03-05 05:55:00
0,99,12,87,2019-03-05 06:00:00
0,116,14,102,2019-03-05 06:05:00
0,119,14,105,2019-03-05 06:10:00
0,103,12,91,2019-03-05 06:15:00
0,117,14,103,2019-03-05 06:20:00
0,117,14,103,2019-03-05 06:25:00
0,103,12,91,2019-03-05 06:30:00
0,97,12,85,2019-03-05 06:35:00
0,96,12,84,2019-03-05 06:40:00
0,111,13,98,2019-03-05 06:45:00
0,114,14,100,2019-03-05 06:50:00
0,100,12,88,2019-03-05 06:55:00
0,200,24,176,2019-03-05 07:00:00
0,207,25,182,2019-03-05 07:05:00
0,207,25,182,2019-03-05 07:10:00
0,219,26,193,2019-03-05 07:15:00
0,215,26,189,2019-03-05 07:20:00
0,188,23,165,2019-03-05 07:25:00
0,220,26,194,2019-03-05 07:30:00
0,194,23,171,2019-03-05 07:35:00
0,213,26,187,2019-03-05 07:40:00
0,201,24,177,2019-03-05 07:45:00
0,195,23,172,2019-03-05 07:50:00
0,178,21,157,2019-03-05 07:55:00
0,298,36,262,2019-03-05 08:00:00
0,281,34,247,2019-03-05 08:05:00
0,312,37,275,2019-03-05 08:10:00
0,318,38,280,2019-03-05 08:15:00
0,290,35,255,2019-03-05 08:20:00
0,304,36,268,2019-03-05 08:25:00
0,291,35,256,2019-03-05 08:30:00
0,292,35,257,2019-03-05 08:35:00
0,309,37,272,2019-03-05 08:40:00
0,300,36,264,2019-03-05 08:45:00
0,321,39,282,2019-03-05 08:50:00
0,294,35,259,2019-03-05 08:55:00
0,262,31,231,2019-03-05 09:00:00
0,251,30,221,2019-03-05 09:05:00
0,260,31,229,2019-03-05 09:10:00
0,245,29,216,2019-03-05 09:15:00
0,249,30,219,2019-03-05 09:20:00
0,249,30,219,2019-03-05 09:25:00
0,240,29,211,2019-03-05 09:30:00
0,258,31,227,2019-03-05 09:35:00
0,258,31,227,2019-03-05 09:40:00
0,257,31,226,2019-03-05 09:45:00
0,268,32,236,2019-03-05 09:50:00
0,267,32,235,2019-03-05 09:55:00
0,206,25,181,2019-03-05 10:00:00
0,214,26,188,2019-03-05 10:05:00
0,203,24,179,2019-03-05 10:10:00
0,210,25,185,2019-03-05 10:15:00
0,203,24,179,2019-03-05 10:20:00
0,229,27,202,2019-03-05 10:25:00
0,214,26,188,2019-03-05 10:30:00
0,207,25,182,2019-03-05 10:35:00
0,224,27,197,2019-03-05 10:40:00
0,184,22,162,2019-03-05 10:45:00
0,186,22,164,2019-03-05 10:50:00
0,220,26,194,2019-03-05 10:55:00
0,216,26,190,2019-03-05 11:00:00
0,218,26,192,2019-03-05 11:05:00
0,199,24,175,2019-03-05 11:10:00
0,215,26,189,2019-03-05 11:15:00
0,239,29,210,2019-03-05 11:20:00
0,225,27,198,2019-03-05 11:25:00
0,217,26,191,2019-03-05 11:30:00
0,210,25,185,2019-03-05 11:35:00
0,210,25,185,2019-03-05 11:40:00
0,189,23,166,2019-03-05 11:45:00
0,218,26,192,2019-03-05 11:50:00
0,225,27,198,2019-03-05 11:55:00
0,211,25,186,2019-03-05 12:00:00
0,222,27,195,2019-03-05 12:05:00
0,216,26,190,2019-03-05 12:10:00
0,218,26,192,2019-03-05 12:15:00
0,231,28,203,2019-03-05 12:20:00
0,205,25,180,2019-03-05 12:25:00
0,237,28,209,2019-03-05 12:30:00
0,239,29,210,2019-03-05 12:35:00
0,227,27,200,2019-03-05 12:40:00
0,200,24,176,2019-03-05 12:45:00
0,218,26,192,2019-03-05 12:50:00
0,245,29,216,2019-03-05 12:55:00
0,202,24,178,2019-03-05 13:00:00
0,231,28,203,2019-03-05 13:05:00
0,221,27,194,2019-03-05 13:10:00
0,245,29,216,2019-03-05 13:15:00
0,227,27,200,2019-03-05 13:20:00
0,240,29,211,2019-03-05 13:25:00
0,242,29,213,2019-03-05 13:30:00
0,257,31,226,2019-03-05 13:35:00
0,233,28,205,2019-03-05 13:40:00
0,240,29,211,2019-03-05 13:45:00
0,217,26,191,2019-03-05 13:50:00
0,249,30,219,2019-03-05 13:55:00
0,206,25,181,2019-03-05 14:00:00
0,208,25,183,2019-03-05 14:05:00
0,215,26,189,2019-03-05 14:10:00
0,196,24,172,2019-03-05 14:15:00
0,218,26,192,2019-03-05 14:20:00
0,227,27,200,2019-03-05 14:25:00
