bikesInUsage,dateTime
37,2019-03-04 05:35:00
32,2019-03-04 05:40:00
60,2019-03-04 05:45:00
44,2019-03-04 05:50:00
29,2019-03-04 05:55:00
106,2019-03-04 06:00:00
121,2019-03-04 06:05:00
124,2019-03-04 06:10:00
105,2019-03-04 06:15:00
115,2019-03-04 06:20:00
119,2019-03-04 06:25:00
102,2019-03-04 06:30:00
114,2019-03-04 06:35:00
110,2019-03-04 06:40:00
104,2019-03-04 06:45:00
104,2019-03-04 06:50:00
111,2019-03-04 06:55:00
200,2019-03-04 07:00:00
193,2019-03-04 07:05:00
195,2019-03-04 07:10:00
213,2019-03-04 07:15:00
203,2019-03-04 07:20:00
211,2019-03-04 07:25:00
214,2019-03-04 07:30:00
207,2019-03-04 07:35:00
227,2019-03-04 07:40:00
190,2019-03-04 07:45:00
210,2019-03-04 07:50:00
196,2019-03-04 07:55:00
322,2019-03-04 08:00:00
320,2019-03-04 08:05:00
277,2019-03-04 08:10:00
288,2019-03-04 08:15:00
308,2019-03-04 08:20:00
309,2019-03-04 08:25:00
309,2019-03-04 08:30:00
299,2019-03-04 08:35:00
305,2019-03-04 08:40:00
308,2019-03-04 08:45:00
299,2019-03-04 08:50:00
312,2019-03-04 08:55:00
223,2019-03-04 09:00:00
258,2019-03-04 09:05:00
238,2019-03-04 09:10:00
262,2019-03-04 09:15:00
247,2019-03-04 09:20:00
239,2019-03-04 09:25:00
254,2019-03-04 09:30:00
239,2019-03-04 09:35:00
239,2019-03-04 09:40:00
231,2019-03-04 09:45:00
250,2019-03-04 09:50:00
256,2019-03-04 09:55:00
222,2019-03-04 10:00:00
208,2019-03-04 10:05:00
223,2019-03-04 10:10:00
210,2019-03-04 10:15:00
209,2019-03-04 10:20:00
217,2019-03-04 10:25:00
223,2019-03-04 10:30:00
206,2019-03-04 10:35:00
207,2019-03-04 10:40:00
208,2019-03-04 10:45:00
211,2019-03-04 10:50:00
199,2019-03-04 10:55:00
227,2019-03-04 11:00:00
210,2019-03-04 11:05:00
221,2019-03-04 11:10:00
205,2019-03-04 11:15:00
219,2019-03-04 11:20:00
220,2019-03-04 11:25:00
210,2019-03-04 11:30:00
239,2019-03-04 11:35:00
219,2019-03-04 11:40:00
236,2019-03-04 11:45:00
227,2019-03-04 11:50:00
207,2019-03-04 11:55:00
225,2019-03-04 12:00:00
235,2019-03-04 12:05:00
231,2019-03-04 12:10:00
231,2019-03-04 12:15:00
227,2019-03-04 12:20:00
208,2019-03-04 12:25:00
227,2019-03-04 12:30:00
203,2019-03-04 12:35:00
234,2019-03-04 12:40:00
221,2019-03-04 12:45:00
221,2019-03-04 12:50:00
227,2019-03-04 12:55:00
238,2019-03-04 13:00:00
218,2019-03-04 13:05:00
214,2019-03-04 13:10:00
222,2019-03-04 13:15:00
210,2019-03-04 13:20:00
223,2019-03-04 13:25:00
254,2019-03-04 13:30:00
222,2019-03-04 13:35:00
243,2019-03-04 13:40:00
219,2019-03-04 13:45:00
239,2019-03-04 13:50:00
231,2019-03-04 13:55:00
214,2019-03-04 14:00:00
222,2019-03-04 14:05:00
236,2019-03-04 14:10:00
217,2019-03-04 14:15:00
216,2019-03-04 14:20:00
203,2019-03-04 14:25:00
222,2019-03-04 14:30:00
212,2019-03-04 14:35:00
225,2019-03-04 14:40:00
214,2019-03-04 14:45:00
236,2019-03-04 14:50:00
191,2019-03-04 14:55:00
206,2019-03-04 15:00:00
221,2019-03-04 15:05:00
206,2019-03-04 15:10:00
200,2019-03-04 15:15:00
207,2019-03-04 15:20:00
193,2019-03-04 15:25:00
211,2019-03-04 15:30:00
239,2019-03-04 15:35:00
224,2019-03-04 15:40:00
197,2019-03-04 15:45:00
200,2019-03-04 15:50:00
205,2019-03-04 15:55:00
237,2019-03-04 16:00:00
215,2019-03-04 16:05:00
217,2019-03-04 16:10:00
236,2019-03-04 16:15:00
235,2019-03-04 16:20:00
221,2019-03-04 16:25:00
212,2019-03-04 16:30:00
206,2019-03-04 16:35:00
217,2019-03-04 16:40:00
198,2019-03-04 16:45:00
234,2019-03-04 16:50:00
217,2019-03-04 16:55:00
276,2019-03-04 17:00:00
292,2019-03-04 17:05:00
284,2019-03-04 17:10:00
256,2019-03-04 17:15:00
280,2019-03-04 17:20:00
284,2019-03-04 17:25:00
261,2019-03-04 17:30:00
259,2019-03-04 17:35:00
269,2019-03-04 17:40:00
251,2019-03-04 17:45:00
288,2019-03-04 17:50:00
241,2019-03-04 17:55:00
302,2019-03-04 18:00:00
312,2019-03-04 18:05:00
312,2019-03-04 18:10:00
317,2019-03-04 18:15:00
318,2019-03-04 18:20:00
312,2019-03-04 18:25:00
329,2019-03-04 18:30:00
289,2019-03-04 18:35:00
315,2019-03-04 18:40:00
306,2019-03-04 18:45:00
317,2019-03-04 18:50:00
318,2019-03-04 18:55:00
239,2019-03-04 19:00:00
242,2019-03-04 19:05:00
260,2019-03-04 19:10:00
254,2019-03-04 19:15:00
242,2019-03-04 19:20:00
274,2019-03-04 19:25:00
278,2019-03-04 19:30:00
232,2019-03-04 19:35:00
254,2019-03-04 19:40:00
280,2019-03-04 19:45:00
259,2019-03-04 19:50:00
253,2019-03-04 19:55:00
173,2019-03-04 20:00:00
169,2019-03-04 20:05:00
172,2019-03-04 20:10:00
168,2019-03-04 20:15:00
184,2019-03-04 20:20:00
170,2019-03-04 20:25:00
170,2019-03-04 20:30:00
161,2019-03-04 20:35:00
174,2019-03-04 20:40:00
164,2019-03-04 20:45:00
173,2019-03-04 20:50:00
188,2019-03-04 20:55:00
124,2019-03-04 21:00:00
126,2019-03-04 21:05:00
124,2019-03-04 21:10:00
121,2019-03-04 21:15:00
118,2019-03-04 21:20:00
116,2019-03-04 21:25:00
129,2019-03-04 21:30:00
107,2019-03-04 21:35:00
136,2019-03-04 21:40:00
120,2019-03-04 21:45:00
111,2019-03-04 21:50:00
114,2019-03-04 21:55:00
67,2019-03-04 22:00:00
77,2019-03-04 22:05:00
66,2019-03-04 22:10:00
89,2019-03-04 22:15:00
66,2019-03-04 22:20:00
48,2019-03-04 22:25:00
66,2019-03-04 22:30:00
51,2019-03-04 22:35:00
75,2019-03-04 22:40:00
88,2019-03-04 22:45:00
83,2019-03-04 22:50:00
59,2019-03-04 22:55:00
36,2019-03-04 23:00:00
66,2019-03-04 23:05:00
49,2019-03-04 23:10:00
45,2019-03-04 23:15:00
58,2019-03-04 23:20:00
74,2019-03-04 23:25:00
61,2019-03-04 23:30:00
47,2019-03-04 23:35:00
49,2019-03-04 23:40:00
52,2019-03-04 23:45:00
38,2019-03-04 23:50:00
32,2019-03-04 23:55:00
29,2019-03-05 00:00:00
17,2019-03-05 00:05:00
27,2019-03-05 00:10:00
29,2019-03-05 00:15:00
56,2019-03-05 00:20:00
18,2019-03-05 00:25:00
27,2019-03-05 00:30:00
26,2019-03-05 00:35:00
33,2019-03-05 00:40:00
41,2019-03-05 00:45:00
22,2019-03-05 00:50:00
18,2019-03-05 00:55:00
4,2019-03-05 01:00:00
13,2019-03-05 01:05:00
30,2019-03-05 01:10:00
25,2019-03-05 01:15:00
12,2019-03-05 01:20:00
20,2019-03-05 01:25:00
24,2019-03-05 01:30:00
30,2019-03-05 01:35:00
17,2019-03-05 01:40:00
21,2019-03-05 01:45:00
2,2019-03-05 01:50:00
10,2019-03-05 01:55:00
41,2019-03-05 02:00:00
0,2019-03-05 02:05:00
18,2019-03-05 02:10:00
25,2019-03-05 02:15:00
18,2019-03-05 02:20:00
12,2019-03-05 02:25:00
21,2019-03-05 02:30:00
22,2019-03-05 02:35:00
21,2019-03-05 02:40:00
0,2019-03-05 02:45:00
20,2019-03-05 02:50:00
12,2019-03-05 02:55:00
15,2019-03-05 03:00:00
25,2019-03-05 03:05:00
30,2019-03-05 03:10:00
33,2019-03-05 03:15:00
16,2019-03-05 03:20:00
33,2019-03-05 03:25:00
36,2019-03-05 03:30:00
36,2019-03-05 03:35:00
39,2019-03-05 03:40:00
20,2019-03-05 03:45:00
20,2019-03-05 03:50:00
32,2019-03-05 03:55:00
10,2019-03-05 04:00:00
29,2019-03-05 04:05:00
20,2019-03-05 04:10:00
22,2019-03-05 04:15:00
5,2019-03-05 04:20:00
15,2019-03-05 04:25:00
26,2019-03-05 04:30:00
37,2019-03-05 04:35:00
38,2019-03-05 04:40:00
25,2019-03-05 04:45:00
24,2019-03-05 04:50:00
16,2019-03-05 04:55:00
50,2019-03-05 05:00:00
42,2019-03-05 05:05:00
52,2019-03-05 05:10:00
66,2019-03-05 05:15:00
45,2019-03-05 05:20:00
27,2019-03-05 05:25:00
35,2019-03-05 05:30:00
28,2019-03-05 05:35:00
31,2019-03-05 05:40:00
61,2019-03-05 05:45:00
48,2019-03-05 05:50:00
27,2019-03-05 05:55:00
118,2019-03-05 06:00:00
125,2019-03-05 06:05:00
106,2019-03-05 06:10:00
102,2019-03-05 06:15:00
106,2019-03-05 06:20:00
113,2019-03-05 06:25:00
118,2019-03-05 06:30:00
124,2019-03-05 06:35:00
125,2019-03-05 06:40:00
124,2019-03-05 06:45:00
126,2019-03-05 06:50:00
118,2019-03-05 06:55:00
182,2019-03-05 07:00:00
198,2019-03-05 07:05:00
204,2019-03-05 07:10:00
195,2019-03-05 07:15:00
211,2019-03-05 07:20:00
196,2019-03-05 07:25:00
189,2019-03-05 07:30:00
217,2019-03-05 07:35:00
208,2019-03-05 07:40:00
203,2019-03-05 07:45:00
211,2019-03-05 07:50:00
213,2019-03-05 07:55:00
304,2019-03-05 08:00:00
271,2019-03-05 08:05:00
292,2019-03-05 08:10:00
295,2019-03-05 08:15:00
288,2019-03-05 08:20:00
302,2019-03-05 08:25:00
314,2019-03-05 08:30:00
294,2019-03-05 08:35:00
286,2019-03-05 08:40:00
324,2019-03-05 08:45:00
295,2019-03-05 08:50:00
285,2019-03-05 08:55:00
253,2019-03-05 09:00:00
255,2019-03-05 09:05:00
242,2019-03-05 09:10:00
259,2019-03-05 09:15:00
244,2019-03-05 09:20:00
239,2019-03-05 09:25:00
252,2019-03-05 09:30:00
259,2019-03-05 09:35:00
242,2019-03-05 09:40:00
254,2019-03-05 09:45:00
249,2019-03-05 09:50:00
284,2019-03-05 09:55:00
201,2019-03-05 10:00:00
227,2019-03-05 10:05:00
209,2019-03-05 10:10:00
208,2019-03-05 10:15:00
219,2019-03-05 10:20:00
221,2019-03-05 10:25:00
225,2019-03-05 10:30:00
214,2019-03-05 10:35:00
203,2019-03-05 10:40:00
204,2019-03-05 10:45:00
216,2019-03-05 10:50:00
217,2019-03-05 10:55:00
232,2019-03-05 11:00:00
220,2019-03-05 11:05:00
228,2019-03-05 11:10:00
233,2019-03-05 11:15:00
217,2019-03-05 11:20:00
197,2019-03-05 11:25:00
201,2019-03-05 11:30:00
198,2019-03-05 11:35:00
234,2019-03-05 11:40:00
205,2019-03-05 11:45:00
230,2019-03-05 11:50:00
222,2019-03-05 11:55:00
251,2019-03-05 12:00:00
242,2019-03-05 12:05:00
229,2019-03-05 12:10:00
228,2019-03-05 12:15:00
231,2019-03-05 12:20:00
232,2019-03-05 12:25:00
224,2019-03-05 12:30:00
230,2019-03-05 12:35:00
249,2019-03-05 12:40:00
210,2019-03-05 12:45:00
233,2019-03-05 12:50:00
219,2019-03-05 12:55:00
237,2019-03-05 13:00:00
245,2019-03-05 13:05:00
234,2019-03-05 13:10:00
244,2019-03-05 13:15:00
216,2019-03-05 13:20:00
248,2019-03-05 13:25:00
228,2019-03-05 13:30:00
242,2019-03-05 13:35:00
237,2019-03-05 13:40:00
204,2019-03-05 13:45:00
226,2019-03-05 13:50:00
238,2019-03-05 13:55:00
234,2019-03-05 14:00:00
218,2019-03-05 14:05:00
218,2019-03-05 14:10:00
198,2019-03-05 14:15:00
232,2019-03-05 14:20:00
237,2019-03-05 14:25:00
215,2019-03-05 14:30:00
212,2019-03-05 14:35:00
196,2019-03-05 14:40:00
226,2019-03-05 14:45:00
247,2019-03-05 14:50:00
224,2019-03-05 14:55:00
0,2019-03-05 15:00:00
0,2019-03-05 15:05:00
198,2019-03-05 15:10:00
226,2019-03-05 15:15:00
195,2019-03-05 15:20:00
207,2019-03-05 15:25:00
213,2019-03-05 15:30:00
221,2019-03-05 15:35:00
215,2019-03-05 15:40:00
215,2019-03-05 15:45:00
201,2019-03-05 15:50:00
195,2019-03-05 15:55:00
226,2019-03-05 16:00:00
216,2019-03-05 16:05:00
209,2019-03-05 16:10:00
210,2019-03-05 16:15:00
219,2019-03-05 16:20:00
203,2019-03-05 16:25:00
209,2019-03-05 16:30:00
205,2019-03-05 16:35:00
227,2019-03-05 16:40:00
230,2019-03-05 16:45:00
249,2019-03-05 16:50:00
207,2019-03-05 16:55:00
262,2019-03-05 17:00:00
281,2019-03-05 17:05:00
267,2019-03-05 17:10:00
266,2019-03-05 17:15:00
291,2019-03-05 17:20:00
266,2019-03-05 17:25:00
256,2019-03-05 17:30:00
254,2019-03-05 17:35:00
274,2019-03-05 17:40:00
274,2019-03-05 17:45:00
254,2019-03-05 17:50:00
258,2019-03-05 17:55:00
321,2019-03-05 18:00:00
322,2019-03-05 18:05:00
307,2019-03-05 18:10:00
322,2019-03-05 18:15:00
322,2019-03-05 18:20:00
294,2019-03-05 18:25:00
311,2019-03-05 18:30:00
320,2019-03-05 18:35:00
308,2019-03-05 18:40:00
289,2019-03-05 18:45:00
312,2019-03-05 18:50:00
324,2019-03-05 18:55:00
269,2019-03-05 19:00:00
224,2019-03-05 19:05:00
281,2019-03-05 19:10:00
236,2019-03-05 19:15:00
261,2019-03-05 19:20:00
265,2019-03-05 19:25:00
262,2019-03-05 19:30:00
252,2019-03-05 19:35:00
236,2019-03-05 19:40:00
258,2019-03-05 19:45:00
241,2019-03-05 19:50:00
220,2019-03-05 19:55:00
209,2019-03-05 20:00:00
183,2019-03-05 20:05:00
197,2019-03-05 20:10:00
164,2019-03-05 20:15:00
193,2019-03-05 20:20:00
194,2019-03-05 20:25:00
194,2019-03-05 20:30:00
175,2019-03-05 20:35:00
161,2019-03-05 20:40:00
173,2019-03-05 20:45:00
149,2019-03-05 20:50:00
155,2019-03-05 20:55:00
121,2019-03-05 21:00:00
108,2019-03-05 21:05:00
118,2019-03-05 21:10:00
119,2019-03-05 21:15:00
143,2019-03-05 21:20:00
136,2019-03-05 21:25:00
119,2019-03-05 21:30:00
135,2019-03-05 21:35:00
111,2019-03-05 21:40:00
116,2019-03-05 21:45:00
131,2019-03-05 21:50:00
105,2019-03-05 21:55:00
72,2019-03-05 22:00:00
59,2019-03-05 22:05:00
76,2019-03-05 22:10:00
95,2019-03-05 22:15:00
66,2019-03-05 22:20:00
78,2019-03-05 22:25:00
64,2019-03-05 22:30:00
61,2019-03-05 22:35:00
60,2019-03-05 22:40:00
92,2019-03-05 22:45:00
103,2019-03-05 22:50:00
81,2019-03-05 22:55:00
36,2019-03-05 23:00:00
53,2019-03-05 23:05:00
41,2019-03-05 23:10:00
55,2019-03-05 23:15:00
48,2019-03-05 23:20:00
48,2019-03-05 23:25:00
52,2019-03-05 23:30:00
38,2019-03-05 23:35:00
40,2019-03-05 23:40:00
24,2019-03-05 23:45:00
40,2019-03-05 23:50:00
28,2019-03-05 23:55:00
26,2019-03-06 00:00:00
17,2019-03-06 00:05:00
29,2019-03-06 00:10:00
33,2019-03-06 00:15:00
11,2019-03-06 00:20:00
18,2019-03-06 00:25:00
17,2019-03-06 00:30:00
37,2019-03-06 00:35:00
48,2019-03-06 00:40:00
38,2019-03-06 00:45:00
24,2019-03-06 00:50:00
46,2019-03-06 00:55:00
6,2019-03-06 01:00:00
42,2019-03-06 01:05:00
16,2019-03-06 01:10:00
0,2019-03-06 01:15:00
56,2019-03-06 01:20:00
43,2019-03-06 01:25:00
12,2019-03-06 01:30:00
26,2019-03-06 01:35:00
21,2019-03-06 01:40:00
25,2019-03-06 01:45:00
6,2019-03-06 01:50:00
16,2019-03-06 01:55:00
28,2019-03-06 02:00:00
25,2019-03-06 02:05:00
36,2019-03-06 02:10:00
23,2019-03-06 02:15:00
50,2019-03-06 02:20:00
13,2019-03-06 02:25:00
25,2019-03-06 02:30:00
0,2019-03-06 02:35:00
7,2019-03-06 02:40:00
38,2019-03-06 02:45:00
11,2019-03-06 02:50:00
28,2019-03-06 02:55:00
21,2019-03-06 03:00:00
9,2019-03-06 03:05:00
18,2019-03-06 03:10:00
16,2019-03-06 03:15:00
16,2019-03-06 03:20:00
31,2019-03-06 03:25:00
30,2019-03-06 03:30:00
15,2019-03-06 03:35:00
11,2019-03-06 03:40:00
25,2019-03-06 03:45:00
21,2019-03-06 03:50:00
34,2019-03-06 03:55:00
58,2019-03-06 04:00:00
36,2019-03-06 04:05:00
26,2019-03-06 04:10:00
24,2019-03-06 04:15:00
16,2019-03-06 04:20:00
15,2019-03-06 04:25:00
14,2019-03-06 04:30:00
21,2019-03-06 04:35:00
21,2019-03-06 04:40:00
35,2019-03-06 04:45:00
21,2019-03-06 04:50:00
24,2019-03-06 04:55:00
30,2019-03-06 05:00:00
65,2019-03-06 05:05:00
51,2019-03-06 05:10:00
66,2019-03-06 05:15:00
55,2019-03-06 05:20:00
63,2019-03-06 05:25:00
42,2019-03-06 05:30:00
54,2019-03-06 05:35:00
77,2019-03-06 05:40:00
30,2019-03-06 05:45:00
59,2019-03-06 05:50:00
65,2019-03-06 05:55:00
115,2019-03-06 06:00:00
119,2019-03-06 06:05:00
125,2019-03-06 06:10:00
102,2019-03-06 06:15:00
115,2019-03-06 06:20:00
99,2019-03-06 06:25:00
102,2019-03-06 06:30:00
102,2019-03-06 06:35:00
108,2019-03-06 06:40:00
112,2019-03-06 06:45:00
116,2019-03-06 06:50:00
93,2019-03-06 06:55:00
224,2019-03-06 07:00:00
214,2019-03-06 07:05:00
209,2019-03-06 07:10:00
196,2019-03-06 07:15:00
199,2019-03-06 07:20:00
207,2019-03-06 07:25:00
205,2019-03-06 07:30:00
179,2019-03-06 07:35:00
209,2019-03-06 07:40:00
236,2019-03-06 07:45:00
177,2019-03-06 07:50:00
212,2019-03-06 07:55:00
305,2019-03-06 08:00:00
299,2019-03-06 08:05:00
317,2019-03-06 08:10:00
285,2019-03-06 08:15:00
302,2019-03-06 08:20:00
318,2019-03-06 08:25:00
298,2019-03-06 08:30:00
295,2019-03-06 08:35:00
301,2019-03-06 08:40:00
295,2019-03-06 08:45:00
319,2019-03-06 08:50:00
289,2019-03-06 08:55:00
261,2019-03-06 09:00:00
235,2019-03-06 09:05:00
258,2019-03-06 09:10:00
249,2019-03-06 09:15:00
218,2019-03-06 09:20:00
250,2019-03-06 09:25:00
237,2019-03-06 09:30:00
245,2019-03-06 09:35:00
269,2019-03-06 09:40:00
236,2019-03-06 09:45:00
237,2019-03-06 09:50:00
268,2019-03-06 09:55:00
211,2019-03-06 10:00:00
229,2019-03-06 10:05:00
214,2019-03-06 10:10:00
199,2019-03-06 10:15:00
209,2019-03-06 10:20:00
225,2019-03-06 10:25:00
222,2019-03-06 10:30:00
210,2019-03-06 10:35:00
211,2019-03-06 10:40:00
209,2019-03-06 10:45:00
203,2019-03-06 10:50:00
234,2019-03-06 10:55:00
215,2019-03-06 11:00:00
201,2019-03-06 11:05:00
209,2019-03-06 11:10:00
224,2019-03-06 11:15:00
223,2019-03-06 11:20:00
213,2019-03-06 11:25:00
207,2019-03-06 11:30:00
215,2019-03-06 11:35:00
194,2019-03-06 11:40:00
199,2019-03-06 11:45:00
225,2019-03-06 11:50:00
209,2019-03-06 11:55:00
1400,2019-03-06 12:00:00
245,2019-03-06 12:05:00
238,2019-03-06 12:10:00
230,2019-03-06 12:15:00
256,2019-03-06 12:20:00
238,2019-03-06 12:25:00
226,2019-03-06 12:30:00
239,2019-03-06 12:35:00
235,2019-03-06 12:40:00
219,2019-03-06 12:45:00
231,2019-03-06 12:50:00
228,2019-03-06 12:55:00
211,2019-03-06 13:00:00
233,2019-03-06 13:05:00
232,2019-03-06 13:10:00
230,2019-03-06 13:15:00
215,2019-03-06 13:20:00
231,2019-03-06 13:25:00
235,2019-03-06 13:30:00
236,2019-03-06 13:35:00
221,2019-03-06 13:40:00
243,2019-03-06 13:45:00
220,2019-03-06 13:50:00
232,2019-03-06 13:55:00
231,2019-03-06 14:00:00
206,2019-03-06 14:05:00
209,2019-03-06 14:10:00
228,2019-03-06 14:15:00
210,2019-03-06 14:20:00
211,2019-03-06 14:25:00
218,2019-03-06 14:30:00
228,2019-03-06 14:35:00
188,2019-03-06 14:40:00
205,2019-03-06 14:45:00
203,2019-03-06 14:50:00
202,2019-03-06 14:55:00
199,2019-03-06 15:00:00
200,2019-03-06 15:05:00
214,2019-03-06 15:10:00
199,2019-03-06 15:15:00
212,2019-03-06 15:20:00
215,2019-03-06 15:25:00
201,2019-03-06 15:30:00
212,2019-03-06 15:35:00
230,2019-03-06 15:40:00
214,2019-03-06 15:45:00
202,2019-03-06 15:50:00
209,2019-03-06 15:55:00
214,2019-03-06 16:00:00
228,2019-03-06 16:05:00
236,2019-03-06 16:10:00
215,2019-03-06 16:15:00
222,2019-03-06 16:20:00
239,2019-03-06 16:25:00
219,2019-03-06 16:30:00
227,2019-03-06 16:35:00
212,2019-03-06 16:40:00
215,2019-03-06 16:45:00
219,2019-03-06 16:50:00
251,2019-03-06 16:55:00
265,2019-03-06 17:00:00
264,2019-03-06 17:05:00
263,2019-03-06 17:10:00
268,2019-03-06 17:15:00
278,2019-03-06 17:20:00
272,2019-03-06 17:25:00
295,2019-03-06 17:30:00
273,2019-03-06 17:35:00
287,2019-03-06 17:40:00
273,2019-03-06 17:45:00
277,2019-03-06 17:50:00
253,2019-03-06 17:55:00
313,2019-03-06 18:00:00
314,2019-03-06 18:05:00
312,2019-03-06 18:10:00
289,2019-03-06 18:15:00
326,2019-03-06 18:20:00
310,2019-03-06 18:25:00
310,2019-03-06 18:30:00
312,2019-03-06 18:35:00
312,2019-03-06 18:40:00
320,2019-03-06 18:45:00
300,2019-03-06 18:50:00
304,2019-03-06 18:55:00
253,2019-03-06 19:00:00
252,2019-03-06 19:05:00
245,2019-03-06 19:10:00
243,2019-03-06 19:15:00
240,2019-03-06 19:20:00
249,2019-03-06 19:25:00
264,2019-03-06 19:30:00
237,2019-03-06 19:35:00
268,2019-03-06 19:40:00
260,2019-03-06 19:45:00
245,2019-03-06 19:50:00
259,2019-03-06 19:55:00
157,2019-03-06 20:00:00
154,2019-03-06 20:05:00
160,2019-03-06 20:10:00
170,2019-03-06 20:15:00
171,2019-03-06 20:20:00
169,2019-03-06 20:25:00
176,2019-03-06 20:30:00
149,2019-03-06 20:35:00
181,2019-03-06 20:40:00
158,2019-03-06 20:45:00
167,2019-03-06 20:50:00
170,2019-03-06 20:55:00
106,2019-03-06 21:00:00
104,2019-03-06 21:05:00
108,2019-03-06 21:10:00
120,2019-03-06 21:15:00
127,2019-03-06 21:20:00
127,2019-03-06 21:25:00
108,2019-03-06 21:30:00
111,2019-03-06 21:35:00
109,2019-03-06 21:40:00
125,2019-03-06 21:45:00
96,2019-03-06 21:50:00
135,2019-03-06 21:55:00
69,2019-03-06 22:00:00
66,2019-03-06 22:05:00
79,2019-03-06 22:10:00
87,2019-03-06 22:15:00
79,2019-03-06 22:20:00
88,2019-03-06 22:25:00
77,2019-03-06 22:30:00
90,2019-03-06 22:35:00
90,2019-03-06 22:40:00
74,2019-03-06 22:45:00
92,2019-03-06 22:50:00
77,2019-03-06 22:55:00
46,2019-03-06 23:00:00
34,2019-03-06 23:05:00
42,2019-03-06 23:10:00
54,2019-03-06 23:15:00
29,2019-03-06 23:20:00
53,2019-03-06 23:25:00
49,2019-03-06 23:30:00
48,2019-03-06 23:35:00
19,2019-03-06 23:40:00
44,2019-03-06 23:45:00
53,2019-03-06 23:50:00
36,2019-03-06 23:55:00
29,2019-03-07 00:00:00
0,2019-03-07 00:05:00
36,2019-03-07 00:10:00
20,2019-03-07 00:15:00
38,2019-03-07 00:20:00
6,2019-03-07 00:25:00
36,2019-03-07 00:30:00
25,2019-03-07 00:35:00
38,2019-03-07 00:40:00
17,2019-03-07 00:45:00
21,2019-03-07 00:50:00
55,2019-03-07 00:55:00
14,2019-03-07 01:00:00
16,2019-03-07 01:05:00
21,2019-03-07 01:10:00
12,2019-03-07 01:15:00
38,2019-03-07 01:20:00
45,2019-03-07 01:25:00
16,2019-03-07 01:30:00
3,2019-03-07 01:35:00
38,2019-03-07 01:40:00
37,2019-03-07 01:45:00
34,2019-03-07 01:50:00
38,2019-03-07 01:55:00
12,2019-03-07 02:00:00
20,2019-03-07 02:05:00
5,2019-03-07 02:10:00
5,2019-03-07 02:15:00
34,2019-03-07 02:20:00
14,2019-03-07 02:25:00
49,2019-03-07 02:30:00
23,2019-03-07 02:35:00
14,2019-03-07 02:40:00
32,2019-03-07 02:45:00
44,2019-03-07 02:50:00
28,2019-03-07 02:55:00
7,2019-03-07 03:00:00
26,2019-03-07 03:05:00
39,2019-03-07 03:10:00
16,2019-03-07 03:15:00
13,2019-03-07 03:20:00
34,2019-03-07 03:25:00
24,2019-03-07 03:30:00
9,2019-03-07 03:35:00
17,2019-03-07 03:40:00
13,2019-03-07 03:45:00
26,2019-03-07 03:50:00
23,2019-03-07 03:55:00
40,2019-03-07 04:00:00
35,2019-03-07 04:05:00
7,2019-03-07 04:10:00
31,2019-03-07 04:15:00
37,2019-03-07 04:20:00
31,2019-03-07 04:25:00
38,2019-03-07 04:30:00
19,2019-03-07 04:35:00
15,2019-03-07 04:40:00
37,2019-03-07 04:45:00
13,2019-03-07 04:50:00
0,2019-03-07 04:55:00
57,2019-03-07 05:00:00
36,2019-03-07 05:05:00
41,2019-03-07 05:10:00
28,2019-03-07 05:15:00
29,2019-03-07 05:20:00
31,2019-03-07 05:25:00
41,2019-03-07 05:30:00
49,2019-03-07 05:35:00
17,2019-03-07 05:40:00
54,2019-03-07 05:45:00
31,2019-03-07 05:50:00
32,2019-03-07 05:55:00
118,2019-03-07 06:00:00
109,2019-03-07 06:05:00
92,2019-03-07 06:10:00
132,2019-03-07 06:15:00
100,2019-03-07 06:20:00
113,2019-03-07 06:25:00
112,2019-03-07 06:30:00
127,2019-03-07 06:35:00
105,2019-03-07 06:40:00
122,2019-03-07 06:45:00
101,2019-03-07 06:50:00
123,2019-03-07 06:55:00
191,2019-03-07 07:00:00
196,2019-03-07 07:05:00
223,2019-03-07 07:10:00
204,2019-03-07 07:15:00
201,2019-03-07 07:20:00
227,2019-03-07 07:25:00
204,2019-03-07 07:30:00
190,2019-03-07 07:35:00
209,2019-03-07 07:40:00
186,2019-03-07 07:45:00
214,2019-03-07 07:50:00
214,2019-03-07 07:55:00
293,2019-03-07 08:00:00
292,2019-03-07 08:05:00
302,2019-03-07 08:10:00
300,2019-03-07 08:15:00
288,2019-03-07 08:20:00
307,2019-03-07 08:25:00
275,2019-03-07 08:30:00
295,2019-03-07 08:35:00
295,2019-03-07 08:40:00
297,2019-03-07 08:45:00
304,2019-03-07 08:50:00
285,2019-03-07 08:55:00
257,2019-03-07 09:00:00
248,2019-03-07 09:05:00
242,2019-03-07 09:10:00
234,2019-03-07 09:15:00
236,2019-03-07 09:20:00
254,2019-03-07 09:25:00
238,2019-03-07 09:30:00
251,2019-03-07 09:35:00
263,2019-03-07 09:40:00
262,2019-03-07 09:45:00
269,2019-03-07 09:50:00
246,2019-03-07 09:55:00
197,2019-03-07 10:00:00
222,2019-03-07 10:05:00
214,2019-03-07 10:10:00
223,2019-03-07 10:15:00
210,2019-03-07 10:20:00
224,2019-03-07 10:25:00
220,2019-03-07 10:30:00
219,2019-03-07 10:35:00
216,2019-03-07 10:40:00
215,2019-03-07 10:45:00
213,2019-03-07 10:50:00
213,2019-03-07 10:55:00
227,2019-03-07 11:00:00
209,2019-03-07 11:05:00
236,2019-03-07 11:10:00
