trip_id,start_time,start_station,end_station,duration_min
T1131,2019-03-08 08:58:00,Aliados,Marquês,12
T1832,2019-03-08 09:05:00,Trindade,Aliados,11
T2392,2019-03-08 09:11:00,Casa da Música,Campanhã,14
T2670,2019-03-08 09:25:00,Trindade,Aliados,13
T1342,2019-03-08 09:26:00,São Bento,Marquês,2
T1749,2019-03-08 09:34:00,Casa da Música,Casa da Música,11
T2927,2019-03-08 09:39:00,Aliados,Bolhão,12
T1507,2019-03-08 12:04:00,Aliados,Bolhão,11
T1384,2019-03-08 12:06:00,Trindade,Casa da Música,12
T2837,2019-03-08 17:00:00,Trindade,Campanhã,10
T2944,2019-03-08 17:05:00,Campanhã,Marquês,8
T2687,2019-03-08 17:08:00,Aliados,Casa da Música,11
T2494,2019-03-08 17:50:00,Aliados,São Bento,14
T1566,2019-03-08 17:50:00,Bolhão,Campanhã,11
T2061,2019-03-08 18:02:00,São Bento,Casa da Música,17
T1301,2019-03-08 18:02:00,Campanhã,Marquês,7
T1697,2019-03-08 18:04:00,Marquês,Aliados,14
T1701,2019-03-08 18:05:00,Trindade,Marquês,8
T1406,2019-03-08 18:07:00,Marquês,Casa da Música,9
T2242,2019-03-08 18:07:00,Trindade,Campanhã,10
T1632,2019-03-08 18:09:00,Marquês,Casa da Música,2
T1994,2019-03-08 18:10:00,Casa da Música,Aliados,8
T1769,2019-03-08 18:16:00,Campanhã,Marquês,12
T2852,2019-03-08 18:21:00,Casa da Música,Aliados,15
T1063,2019-03-08 18:24:00,Casa da Música,Marquês,17
T1740,2019-03-08 18:25:00,Bolhão,Casa da Música,20
T2655,2019-03-08 18:27:00,Campanhã,Marquês,22
T2802,2019-03-08 18:34:00,Bolhão,Casa da Música,12
T2364,2019-03-08 18:34:00,São Bento,Marquês,18
T1686,2019-03-08 18:37:00,Casa da Música,Marquês,11
T1379,2019-03-08 18:49:00,Trindade,Bolhão,14
T2449,2019-03-08 18:50:00,Casa da Música,Casa da Música,18
T2302,2019-03-08 18:56:00,Casa da Música,São Bento,11
T1650,2019-03-08 18:57:00,Aliados,Trindade,10
T2653,2019-03-08 18:58:00,Bolhão,Casa da Música,11
T1250,2019-03-08 19:09:00,Trindade,Casa da Música,11
T1412,2019-03-08 19:43:00,Marquês,Marquês,13
T2093,2019-03-08 19:47:00,Trindade,Bolhão,16
T1974,2019-03-08 19:53:00,Casa da Música,Bolhão,17
T1377,2019-03-08 19:57:00,Campanhã,Marquês,14
T2801,2019-03-09 10:07:00,Trindade,Campanhã,30
T2511,2019-03-09 10:12:00,Aliados,Aliados,29
T2243,2019-03-09 10:22:00,Aliados,Campanhã,17
T2219,2019-03-09 10:27:00,Campanhã,Casa da Música,30
T1983,2019-03-09 11:00:00,Aliados,São Bento,28
T1817,2019-03-09 11:09:00,Casa da Música,Bolhão,9
T2957,2019-03-09 11:10:00,Casa da Música,Casa da Música,26
T1978,2019-03-09 11:11:00,Campanhã,Aliados,22
T2371,2019-03-09 11:21:00,Trindade,Campanhã,34
T2082,2019-03-09 11:28:00,Casa da Música,Aliados,14
T2863,2019-03-09 11:30:00,Aliados,Aliados,31
T2042,2019-03-09 11:31:00,Trindade,Casa da Música,20
T1023,2019-03-09 11:34:00,Trindade,São Bento,16
T2372,2019-03-09 11:49:00,São Bento,Bolhão,9
T2525,2019-03-09 11:53:00,Bolhão,Trindade,24
T1572,2019-03-09 12:04:00,Campanhã,Marquês,29
T2490,2019-03-09 12:14:00,Marquês,Campanhã,24
T1267,2019-03-09 12:17:00,Aliados,Bolhão,21
T2953,2019-03-09 12:21:00,Bolhão,Aliados,31
T1158,2019-03-09 12:31:00,Aliados,Bolhão,15
T1060,2019-03-09 12:37:00,Trindade,Casa da Música,25
T1808,2019-03-09 12:42:00,Bolhão,Marquês,23
T2726,2019-03-09 12:44:00,Trindade,Bolhão,26
T1081,2019-03-09 12:45:00,Bolhão,São Bento,27
T1376,2019-03-09 12:51:00,Trindade,Marquês,13
T2166,2019-03-09 12:52:00,Campanhã,São Bento,30
T2267,2019-03-09 12:54:00,Casa da Música,Casa da Música,32
T2826,2019-03-09 12:57:00,Casa da Música,Trindade,24
T1722,2019-03-09 12:58:00,Marquês,Campanhã,24
T2968,2019-03-09 13:03:00,São Bento,Bolhão,14
T2045,2019-03-09 13:08:00,Bolhão,Trindade,23
T2323,2019-03-09 13:22:00,Trindade,Casa da Música,29
T1010,2019-03-09 13:28:00,Aliados,São Bento,32
T2057,2019-03-09 13:28:00,Aliados,Marquês,18
T2247,2019-03-09 13:30:00,Casa da Música,Marquês,30
T1676,2019-03-09 13:36:00,Bolhão,Casa da Música,11
T2192,2019-03-09 13:40:00,Trindade,Bolhão,16
T2002,2019-03-09 13:41:00,Trindade,Casa da Música,22
T1721,2019-03-09 13:46:00,Aliados,Casa da Música,36
T1692,2019-03-09 13:48:00,Aliados,São Bento,31
T2111,2019-03-09 14:18:00,Aliados,Marquês,18
T1886,2019-03-09 14:26:00,Campanhã,São Bento,9
T1725,2019-03-09 14:28:00,Campanhã,Trindade,15
T2212,2019-03-09 14:39:00,Casa da Música,São Bento,34
T2724,2019-03-09 14:44:00,Aliados,Marquês,28
T2307,2019-03-09 14:44:00,Campanhã,Marquês,16
T2979,2019-03-09 14:45:00,Casa da Música,Marquês,27
T1214,2019-03-09 14:46:00,Bolhão,São Bento,19
T2615,2019-03-09 14:50:00,Marquês,Marquês,21
T2657,2019-03-09 15:18:00,Casa da Música,São Bento,19
T2129,2019-03-09 15:18:00,Aliados,Bolhão,17
T2711,2019-03-09 15:29:00,São Bento,Trindade,24
T2196,2019-03-09 15:31:00,Bolhão,Bolhão,16
T2528,2019-03-09 15:37:00,Trindade,Marquês,28
T1946,2019-03-09 15:41:00,Marquês,Marquês,32
T2780,2019-03-09 15:52:00,São Bento,Aliados,19
T2431,2019-03-09 15:57:00,Trindade,Marquês,17
T2315,2019-03-09 15:58:00,Aliados,São Bento,19
T1573,2019-03-09 16:13:00,Bolhão,Casa da Música,33
T2337,2019-03-09 16:27:00,Campanhã,Casa da Música,22
T1448,2019-03-09 16:32:00,Campanhã,Campanhã,27
T1535,2019-03-09 16:54:00,Marquês,Marquês,26
T1550,2019-03-10 10:22:00,Casa da Música,Casa da Música,15
T2834,2019-03-10 10:34:00,São Bento,Marquês,28
T1914,2019-03-10 10:45:00,São Bento,Marquês,19
T2912,2019-03-10 10:51:00,Campanhã,Bolhão,17
T2937,2019-03-10 11:03:00,Bolhão,São Bento,32
T2252,2019-03-10 11:05:00,Casa da Música,Aliados,14
T1260,2019-03-10 11:05:00,São Bento,São Bento,26
T2676,2019-03-10 11:07:00,São Bento,São Bento,30
T2659,2019-03-10 11:09:00,Casa da Música,Casa da Música,35
T2059,2019-03-10 11:11:00,Marquês,Campanhã,26
T2213,2019-03-10 11:17:00,Campanhã,Aliados,34
T1683,2019-03-10 11:20:00,São Bento,Campanhã,26
T2892,2019-03-10 11:21:00,Casa da Música,Casa da Música,30
T1519,2019-03-10 11:29:00,Aliados,Casa da Música,15
T2016,2019-03-10 11:43:00,Trindade,Bolhão,22
T1430,2019-03-10 11:45:00,Trindade,Campanhã,27
T1189,2019-03-10 11:46:00,Casa da Música,São Bento,18
T1995,2019-03-10 11:46:00,Trindade,Trindade,25
T1986,2019-03-10 11:47:00,Bolhão,Aliados,14
T1782,2019-03-10 11:58:00,Trindade,Casa da Música,23
T2861,2019-03-10 12:07:00,Trindade,Bolhão,21
T1312,2019-03-10 12:10:00,Aliados,Campanhã,15
T1306,2019-03-10 12:19:00,Bolhão,Casa da Música,19
T2554,2019-03-10 12:20:00,Trindade,São Bento,23
T2767,2019-03-10 12:24:00,Bolhão,Trindade,22
T2317,2019-03-10 12:26:00,Trindade,São Bento,20
T1806,2019-03-10 12:31:00,Campanhã,Campanhã,17
T1500,2019-03-10 12:32:00,São Bento,Aliados,19
T1763,2019-03-10 12:32:00,Trindade,Campanhã,22
T2677,2019-03-10 12:32:00,Aliados,São Bento,26
T1504,2019-03-10 12:33:00,Bolhão,Bolhão,29
T1600,2019-03-10 12:33:00,Trindade,Campanhã,19
T1322,2019-03-10 12:36:00,Campanhã,Bolhão,16
T1021,2019-03-10 12:38:00,São Bento,Trindade,17
T1537,2019-03-10 12:42:00,Marquês,Bolhão,19
T2381,2019-03-10 12:49:00,Campanhã,Casa da Música,19
T2075,2019-03-10 12:49:00,Trindade,Marquês,35
T2019,2019-03-10 12:49:00,Campanhã,Trindade,30
T1681,2019-03-10 12:50:00,Bolhão,Aliados,26
T1143,2019-03-10 12:52:00,Campanhã,Aliados,26
T1337,2019-03-10 12:54:00,Aliados,Casa da Música,27
T1984,2019-03-10 12:55:00,Trindade,São Bento,30
T1228,2019-03-10 13:02:00,Aliados,Trindade,14
T1395,2019-03-10 13:25:00,Aliados,Trindade,16
T1370,2019-03-10 13:27:00,Bolhão,Casa da Música,40
T2046,2019-03-10 13:55:00,Trindade,Aliados,23
T1464,2019-03-10 14:19:00,Campanhã,Bolhão,11
T2273,2019-03-10 14:24:00,Casa da Música,Bolhão,23
T2428,2019-03-10 14:33:00,Trindade,São Bento,24
T1436,2019-03-10 14:35:00,Campanhã,São Bento,28
T2491,2019-03-10 14:37:00,Marquês,São Bento,17
T2281,2019-03-10 14:56:00,Campanhã,Campanhã,33
T2618,2019-03-10 14:58:00,Bolhão,Casa da Música,10
T2843,2019-03-10 15:03:00,Aliados,Marquês,24
T1970,2019-03-10 15:38:00,Trindade,Trindade,34
T1426,2019-03-10 15:45:00,Casa da Música,São Bento,16
T1423,2019-03-10 15:49:00,Casa da Música,Casa da Música,13
T2167,2019-03-10 15:49:00,São Bento,Trindade,26
T2666,2019-03-10 15:55:00,Trindade,Trindade,29
T1431,2019-03-10 16:03:00,Bolhão,Marquês,18
T1608,2019-03-10 16:09:00,São Bento,Marquês,27
T2545,2019-03-10 16:11:00,Aliados,Campanhã,25
T2816,2019-03-10 16:23:00,Campanhã,Marquês,23
T2702,2019-03-10 16:32:00,Aliados,São Bento,24
T1009,2019-03-10 16:39:00,Aliados,Casa da Música,27
T1386,2019-03-10 16:44:00,Casa da Música,Campanhã,26
T1789,2019-03-10 16:49:00,Casa da Música,Marquês,14
T1961,2019-03-10 16:56:00,São Bento,Casa da Música,23
T1963,2019-03-10 16:56:00,São Bento,Aliados,28
T1211,2019-03-11 07:02:00,Trindade,Campanhã,8
T2258,2019-03-11 07:08:00,Bolhão,Trindade,10
T1265,2019-03-11 07:10:00,Trindade,Bolhão,10
T1764,2019-03-11 07:13:00,Casa da Música,Marquês,16
T1882,2019-03-11 07:14:00,Casa da Música,Trindade,14
T1470,2019-03-11 07:35:00,Bolhão,Marquês,12
T2352,2019-03-11 07:40:00,Trindade,Marquês,15
T2727,2019-03-11 07:46:00,Aliados,Marquês,22
T1835,2019-03-11 07:56:00,São Bento,Campanhã,7
T2665,2019-03-11 07:57:00,Aliados,Casa da Música,19
T1509,2019-03-11 07:59:00,Marquês,Aliados,17
T1514,2019-03-11 08:02:00,Aliados,Casa da Música,22
T2168,2019-03-11 08:02:00,Aliados,São Bento,6
T2741,2019-03-11 08:02:00,Campanhã,Bolhão,6
T1960,2019-03-11 08:14:00,Trindade,Campanhã,13
T1644,2019-03-11 08:17:00,São Bento,Marquês,11
T2961,2019-03-11 08:24:00,Trindade,Marquês,8
T2459,2019-03-11 08:39:00,Casa da Música,São Bento,12
T1790,2019-03-11 08:52:00,Aliados,Campanhã,14
T1742,2019-03-11 08:52:00,Casa da Música,Aliados,20
T1788,2019-03-11 08:52:00,Trindade,Trindade,13
T2481,2019-03-11 08:54:00,Casa da Música,Marquês,4
T2056,2019-03-11 08:55:00,Campanhã,Casa da Música,13
T2091,2019-03-11 08:58:00,Campanhã,Bolhão,12
T1109,2019-03-11 09:16:00,Campanhã,Campanhã,17
T1618,2019-03-11 09:29:00,Bolhão,Bolhão,13
T1421,2019-03-11 09:51:00,Campanhã,Marquês,5
T1022,2019-03-11 09:55:00,Aliados,Marquês,14
T1259,2019-03-11 12:40:00,Aliados,São Bento,13
T1038,2019-03-11 12:42:00,Aliados,Casa da Música,14
T2298,2019-03-11 12:58:00,Aliados,Bolhão,13
T1461,2019-03-11 17:00:00,Bolhão,Marquês,11
T2689,2019-03-11 17:07:00,Marquês,Aliados,16
T1801,2019-03-11 17:31:00,Casa da Música,São Bento,12
T2924,2019-03-11 17:40:00,Bolhão,Trindade,9
T2579,2019-03-11 17:42:00,Trindade,Casa da Música,8
T2975,2019-03-11 17:50:00,Bolhão,Trindade,21
T1614,2019-03-11 17:51:00,Aliados,Casa da Música,10
T1927,2019-03-11 17:57:00,Trindade,Marquês,2
T2529,2019-03-11 18:00:00,Trindade,Marquês,16
T1313,2019-03-11 18:20:00,Marquês,Campanhã,14
T2150,2019-03-11 18:20:00,São Bento,Campanhã,10
T2729,2019-03-11 18:23:00,Marquês,Campanhã,9
T1562,2019-03-11 18:23:00,Trindade,Campanhã,15
T1982,2019-03-11 18:29:00,Bolhão,Casa da Música,6
T1969,2019-03-11 18:30:00,Aliados,Trindade,11
T2205,2019-03-11 18:37:00,Campanhã,Casa da Música,10
T2785,2019-03-11 18:57:00,Marquês,Trindade,12
T2566,2019-03-11 19:02:00,Campanhã,Marquês,4
T2189,2019-03-11 19:09:00,São Bento,Trindade,6
T2586,2019-03-11 19:28:00,Trindade,Aliados,9
T2787,2019-03-11 19:48:00,Bolhão,São Bento,11
T2399,2019-03-11 19:51:00,Marquês,Bolhão,10
T2370,2019-03-12 07:13:00,Aliados,Campanhã,20
T1738,2019-03-12 07:22:00,Casa da Música,Bolhão,12
T2040,2019-03-12 07:33:00,São Bento,Campanhã,17
T2176,2019-03-12 07:37:00,Trindade,Bolhão,13
T2276,2019-03-12 07:38:00,São Bento,Trindade,10
T2289,2019-03-12 07:43:00,Casa da Música,Campanhã,7
T1549,2019-03-12 07:50:00,Marquês,Campanhã,8
T2078,2019-03-12 08:02:00,Aliados,Marquês,15
T1255,2019-03-12 08:10:00,São Bento,Aliados,12
T1112,2019-03-12 08:14:00,Casa da Música,Casa da Música,14
T2650,2019-03-12 08:17:00,Campanhã,Campanhã,12
T2820,2019-03-12 08:22:00,Casa da Música,Bolhão,17
T1130,2019-03-12 08:24:00,Aliados,Bolhão,8
T1648,2019-03-12 08:26:00,Marquês,Trindade,13
T1932,2019-03-12 08:29:00,Aliados,Bolhão,10
T1460,2019-03-12 08:36:00,Aliados,Marquês,6
T2623,2019-03-12 08:37:00,Casa da Música,Trindade,15
T1931,2019-03-12 08:38:00,Trindade,Casa da Música,7
T1629,2019-03-12 08:45:00,Trindade,Bolhão,11
T2629,2019-03-12 08:46:00,Bolhão,Trindade,20
T1446,2019-03-12 08:47:00,São Bento,Trindade,8
T1175,2019-03-12 08:55:00,Campanhã,Bolhão,11
T1491,2019-03-12 09:16:00,Casa da Música,Bolhão,11
T2365,2019-03-12 09:29:00,Aliados,Trindade,17
T2973,2019-03-12 09:35:00,Campanhã,Campanhã,13
T2433,2019-03-12 09:37:00,Bolhão,São Bento,15
T1073,2019-03-12 09:48:00,Trindade,São Bento,17
T2038,2019-03-12 09:49:00,Trindade,São Bento,7
T2314,2019-03-12 12:06:00,Aliados,São Bento,9
T2637,2019-03-12 12:13:00,Bolhão,Casa da Música,15
T1288,2019-03-12 12:13:00,Campanhã,São Bento,3
T2224,2019-03-12 12:15:00,Aliados,Casa da Música,13
T2332,2019-03-12 12:18:00,Casa da Música,Casa da Música,14
T1062,2019-03-12 12:54:00,Trindade,São Bento,19
T2846,2019-03-12 12:58:00,Marquês,Aliados,7
T2844,2019-03-12 17:25:00,Casa da Música,Campanhã,14
T1906,2019-03-12 17:26:00,Bolhão,Trindade,22
T1812,2019-03-12 17:39:00,Aliados,Trindade,9
T1981,2019-03-12 17:45:00,Campanhã,São Bento,14
T1195,2019-03-12 17:47:00,Aliados,Aliados,11
T2190,2019-03-12 17:54:00,São Bento,Casa da Música,13
T2933,2019-03-12 17:55:00,Campanhã,Campanhã,16
T1481,2019-03-12 17:58:00,Casa da Música,Campanhã,13
T1336,2019-03-12 18:02:00,Casa da Música,Campanhã,18
T2013,2019-03-12 18:04:00,Casa da Música,Aliados,15
T2108,2019-03-12 18:14:00,Campanhã,Trindade,18
T2228,2019-03-12 18:17:00,Aliados,São Bento,11
T1973,2019-03-12 18:18:00,Casa da Música,Casa da Música,12
T1956,2019-03-12 18:19:00,Aliados,Aliados,17
T2521,2019-03-12 18:20:00,Bolhão,Trindade,19
T1501,2019-03-12 18:21:00,Bolhão,Casa da Música,16
T1410,2019-03-12 18:24:00,Campanhã,Marquês,15
T2606,2019-03-12 18:26:00,Bolhão,Campanhã,12
T1634,2019-03-12 18:31:00,Casa da Música,São Bento,16
T1168,2019-03-12 18:37:00,Trindade,Campanhã,12
T1613,2019-03-12 18:40:00,Aliados,São Bento,13
T2448,2019-03-12 18:43:00,Casa da Música,Campanhã,12
T2068,2019-03-12 18:44:00,Aliados,Marquês,11
T2732,2019-03-12 18:47:00,Aliados,Trindade,10
T2526,2019-03-12 18:48:00,Aliados,Bolhão,17
T1101,2019-03-12 18:51:00,Bolhão,Marquês,15
T2100,2019-03-12 18:51:00,Aliados,Marquês,11
T1919,2019-03-12 18:53:00,São Bento,Marquês,13
T1499,2019-03-12 18:59:00,Trindade,Bolhão,20
T2041,2019-03-12 19:12:00,Casa da Música,São Bento,15
T1115,2019-03-12 19:12:00,Casa da Música,Bolhão,17
T2758,2019-03-12 19:18:00,Casa da Música,Aliados,21
T1217,2019-03-12 19:20:00,São Bento,Aliados,12
T2663,2019-03-12 19:26:00,Casa da Música,Bolhão,15
T2886,2019-03-12 19:32:00,Casa da Música,São Bento,13
T2156,2019-03-12 19:48:00,Aliados,Aliados,6
T1563,2019-03-12 19:54:00,Aliados,Casa da Música,5
T2430,2019-03-13 07:15:00,São Bento,Casa da Música,19
T2062,2019-03-13 07:16:00,Trindade,Bolhão,13
T1796,2019-03-13 07:17:00,Trindade,Marquês,9
T1200,2019-03-13 07:25:00,Aliados,São Bento,11
T2627,2019-03-13 07:28:00,Casa da Música,Aliados,12
T2544,2019-03-13 07:36:00,Aliados,Aliados,13
T1107,2019-03-13 07:51:00,Bolhão,Campanhã,10
T1344,2019-03-13 07:57:00,Marquês,Aliados,16
T2906,2019-03-13 07:58:00,Trindade,Campanhã,8
T1351,2019-03-13 08:00:00,Trindade,Aliados,15
T1590,2019-03-13 08:01:00,Aliados,São Bento,15
T2137,2019-03-13 08:12:00,Campanhã,Aliados,2
T2904,2019-03-13 08:14:00,Aliados,Aliados,16
T2295,2019-03-13 08:24:00,Aliados,São Bento,12
T2382,2019-03-13 08:25:00,Aliados,Campanhã,4
T1635,2019-03-13 08:40:00,Marquês,Campanhã,8
T1838,2019-03-13 08:40:00,Aliados,Campanhã,16
T2539,2019-03-13 08:43:00,Casa da Música,Aliados,13
T1289,2019-03-13 08:44:00,Marquês,Casa da Música,16
T2182,2019-03-13 08:45:00,Aliados,Casa da Música,11
T2312,2019-03-13 08:47:00,Campanhã,Bolhão,11
T1136,2019-03-13 08:53:00,Campanhã,Campanhã,18
T2916,2019-03-13 09:02:00,Bolhão,Trindade,7
T2436,2019-03-13 09:07:00,Campanhã,São Bento,3
T2893,2019-03-13 09:13:00,Trindade,Aliados,16
T1943,2019-03-13 09:24:00,Casa da Música,Bolhão,15
T2584,2019-03-13 09:25:00,Marquês,Marquês,15
T1733,2019-03-13 09:25:00,Trindade,Casa da Música,14
T1911,2019-03-13 09:52:00,Trindade,Bolhão,17
T2194,2019-03-13 12:11:00,Campanhã,São Bento,8
T1118,2019-03-13 12:20:00,Bolhão,Bolhão,13
T2385,2019-03-13 12:26:00,Aliados,Bolhão,5
T2920,2019-03-13 12:32:00,São Bento,Marquês,18
T2607,2019-03-13 12:47:00,Bolhão,Bolhão,8
T1226,2019-03-13 12:48:00,Casa da Música,Casa da Música,11
T1829,2019-03-13 17:03:00,Bolhão,Marquês,9
T2624,2019-03-13 17:15:00,Casa da Música,São Bento,15
T2139,2019-03-13 17:16:00,Bolhão,São Bento,16
T1237,2019-03-13 17:24:00,Marquês,Aliados,15
T2227,2019-03-13 17:38:00,Trindade,Campanhã,13
T2429,2019-03-13 17:45:00,Campanhã,Campanhã,3
T2872,2019-03-13 17:57:00,São Bento,Casa da Música,11
T1315,2019-03-13 18:02:00,Aliados,São Bento,12
T2634,2019-03-13 18:05:00,Aliados,Trindade,11
T2208,2019-03-13 18:11:00,São Bento,Campanhã,10
T1682,2019-03-13 18:16:00,Casa da Música,Campanhã,8
T1623,2019-03-13 18:21:00,Aliados,Trindade,18
T1910,2019-03-13 18:22:00,Campanhã,Trindade,21
T2344,2019-03-13 18:23:00,Marquês,Marquês,13
T2522,2019-03-13 18:29:00,São Bento,Campanhã,11
T1866,2019-03-13 18:32:00,Campanhã,Campanhã,16
T2560,2019-03-13 18:33:00,Campanhã,Marquês,8
T1133,2019-03-13 18:36:00,Bolhão,Aliados,7
T1258,2019-03-13 18:38:00,Aliados,Bolhão,15
T2118,2019-03-13 18:45:00,Campanhã,Marquês,9
T2088,2019-03-13 18:46:00,Trindade,Casa da Música,14
T2841,2019-03-13 18:47:00,São Bento,Casa da Música,18
T1855,2019-03-13 18:54:00,Aliados,Bolhão,15
T1114,2019-03-13 18:56:00,Aliados,Campanhã,14
T1699,2019-03-13 19:00:00,Trindade,Aliados,15
T1177,2019-03-13 19:10:00,São Bento,Aliados,11
T1599,2019-03-13 19:19:00,Aliados,Casa da Música,5
T2683,2019-03-13 19:45:00,Casa da Música,Marquês,6
T2535,2019-03-13 19:52:00,Aliados,Campanhã,16
T1915,2019-03-13 19:59:00,Aliados,Casa da Música,10
T2635,2019-03-14 07:04:00,Aliados,Marquês,13
T2866,2019-03-14 07:15:00,Aliados,Trindade,7
T1190,2019-03-14 07:20:00,Casa da Música,São Bento,12
T1652,2019-03-14 07:25:00,Marquês,Campanhã,10
T2749,2019-03-14 07:53:00,Trindade,São Bento,20
T1704,2019-03-14 08:01:00,Marquês,Trindade,21
T2031,2019-03-14 08:01:00,Campanhã,Campanhã,11
T1937,2019-03-14 08:03:00,Campanhã,Casa da Música,12
T2199,2019-03-14 08:09:00,Trindade,Casa da Música,15
T2313,2019-03-14 08:11:00,Casa da Música,Casa da Música,12
T2250,2019-03-14 08:13:00,Aliados,Campanhã,8
T1615,2019-03-14 08:17:00,Aliados,Casa da Música,9
T1814,2019-03-14 08:25:00,São Bento,Bolhão,8
T1965,2019-03-14 08:33:00,Trindade,São Bento,12
T1684,2019-03-14 08:36:00,Campanhã,Marquês,17
T1545,2019-03-14 08:39:00,Bolhão,Bolhão,14
T2356,2019-03-14 08:39:00,Bolhão,Bolhão,8
T1129,2019-03-14 08:41:00,São Bento,Marquês,17
T1027,2019-03-14 08:44:00,Trindade,Trindade,12
T2374,2019-03-14 08:50:00,Trindade,Bolhão,11
T1611,2019-03-14 08:50:00,Aliados,Trindade,14
T2988,2019-03-14 08:55:00,Bolhão,Casa da Música,13
T1920,2019-03-14 09:01:00,Bolhão,Bolhão,12
T2095,2019-03-14 09:09:00,Campanhã,São Bento,2
T1208,2019-03-14 09:10:00,Casa da Música,São Bento,9
T2410,2019-03-14 09:12:00,Casa da Música,Trindade,24
T2477,2019-03-14 09:24:00,Casa da Música,Casa da Música,7
T1663,2019-03-14 09:24:00,São Bento,Trindade,16
T2998,2019-03-14 09:31:00,Campanhã,Aliados,16
T1756,2019-03-14 09:49:00,Trindade,Marquês,18
T2596,2019-03-14 09:51:00,Aliados,São Bento,15
T1957,2019-03-14 12:09:00,Aliados,Casa da Música,10
T1971,2019-03-14 12:17:00,Casa da Música,Campanhã,7
T1205,2019-03-14 12:17:00,Aliados,Casa da Música,12
T1271,2019-03-14 12:35:00,Trindade,Casa da Música,16
T1898,2019-03-14 12:40:00,Casa da Música,Bolhão,12
T1295,2019-03-14 12:44:00,Bolhão,Bolhão,11
T1827,2019-03-14 12:49:00,Trindade,Casa da Música,11
T2639,2019-03-14 12:58:00,São Bento,Casa da Música,14
T2134,2019-03-14 17:16:00,São Bento,Campanhã,14
T2658,2019-03-14 17:25:00,Aliados,Campanhã,17
T2768,2019-03-14 17:32:00,Aliados,Trindade,8
T2001,2019-03-14 17:35:00,Casa da Música,Trindade,11
T1058,2019-03-14 17:40:00,Bolhão,São Bento,16
T2550,2019-03-14 17:42:00,Campanhã,Casa da Música,15
T1434,2019-03-14 17:43:00,Aliados,Bolhão,11
T2065,2019-03-14 17:56:00,Marquês,Marquês,11
T1374,2019-03-14 18:01:00,São Bento,Campanhã,5
T2215,2019-03-14 18:06:00,Campanhã,Aliados,12
T1120,2019-03-14 18:07:00,Trindade,Marquês,20
T2101,2019-03-14 18:09:00,Trindade,Bolhão,6
T2908,2019-03-14 18:15:00,Casa da Música,Campanhã,16
T2784,2019-03-14 18:19:00,Trindade,Trindade,9
T1402,2019-03-14 18:20:00,Casa da Música,Marquês,14
T1620,2019-03-14 18:26:00,Trindade,São Bento,12
T2536,2019-03-14 18:26:00,Trindade,São Bento,6
T2980,2019-03-14 18:42:00,Campanhã,Campanhã,14
T2883,2019-03-14 18:43:00,Campanhã,Trindade,7
T2488,2019-03-14 18:46:00,Trindade,Bolhão,19
T1048,2019-03-14 18:57:00,Aliados,São Bento,11
T2553,2019-03-14 19:04:00,Campanhã,Trindade,12
T2220,2019-03-14 19:09:00,Aliados,Aliados,9
T1586,2019-03-14 19:19:00,Casa da Música,Campanhã,8
T2849,2019-03-14 19:23:00,Marquês,Campanhã,6
T2712,2019-03-14 19:28:00,Bolhão,Casa da Música,12
T2921,2019-03-14 19:41:00,Aliados,Campanhã,5
T1285,2019-03-14 19:48:00,Campanhã,São Bento,13
T1122,2019-03-14 19:58:00,Bolhão,São Bento,12
T2125,2019-03-15 07:17:00,Bolhão,Marquês,12
T2277,2019-03-15 07:17:00,Campanhã,Casa da Música,9
T1452,2019-03-15 07:46:00,Marquês,Campanhã,10
T2047,2019-03-15 08:01:00,Aliados,Bolhão,8
T1331,2019-03-15 08:03:00,Aliados,Marquês,17
T2375,2019-03-15 08:04:00,Casa da Música,Aliados,8
T1040,2019-03-15 08:09:00,Trindade,Bolhão,10
T2330,2019-03-15 08:20:00,Trindade,São Bento,17
T1485,2019-03-15 08:26:00,Casa da Música,Casa da Música,10
T1019,2019-03-15 08:28:00,Aliados,Bolhão,6
T2563,2019-03-15 08:30:00,Aliados,Bolhão,14
T1853,2019-03-15 08:33:00,Aliados,São Bento,16
T1466,2019-03-15 08:35:00,Casa da Música,São Bento,14
T1677,2019-03-15 08:44:00,Trindade,Campanhã,8
T1873,2019-03-15 08:45:00,Casa da Música,Campanhã,10
T2140,2019-03-15 08:51:00,Casa da Música,Campanhã,17
T2377,2019-03-15 08:58:00,Aliados,Campanhã,14
T2648,2019-03-15 09:02:00,Casa da Música,São Bento,15
T2913,2019-03-15 09:16:00,Campanhã,São Bento,22
T2121,2019-03-15 09:17:00,Trindade,Trindade,11
T1053,2019-03-15 09:32:00,Casa da Música,Aliados,4
T2496,2019-03-15 09:35:00,Trindade,Marquês,4
T1394,2019-03-15 09:39:00,Aliados,Aliados,18
T1891,2019-03-15 09:41:00,Aliados,Aliados,5
T1552,2019-03-15 09:53:00,Campanhã,Marquês,8
T1687,2019-03-15 09:56:00,Aliados,Marquês,18
T2949,2019-03-15 12:43:00,Aliados,Casa da Música,11
T1836,2019-03-15 12:46:00,Trindade,Marquês,14
T1668,2019-03-15 12:53:00,Campanhã,Casa da Música,14
T1854,2019-03-15 17:23:00,Casa da Música,Marquês,14
T2617,2019-03-15 17:35:00,Casa da Música,Marquês,3
T1334,2019-03-15 17:41:00,Aliados,Marquês,16
T1152,2019-03-15 17:41:00,Aliados,Aliados,20
