error,bikesInUsage,electricalBikesInUsage,mechanicalBikesInUsage,dateTime
0,65,8,57,2019-03-10 21:30:00
0,81,10,71,2019-03-10 21:45:00
0,64,8,56,2019-03-10 22:00:00
0,62,7,55,2019-03-10 22:15:00
0,43,5,38,2019-03-10 22:30:00
0,44,5,39,2019-03-10 22:45:00
0,39,5,34,2019-03-10 23:00:00
0,23,3,20,2019-03-10 23:15:00
0,14,2,12,2019-03-10 23:30:00
0,25,3,22,2019-03-10 23:45:00
