error,bikesInUsage,electricalBikesInUsage,mechanicalBikesInUsage,dateTime
0,240,29,211,2019-03-14 19:00:00
0,260,31,229,2019-03-14 19:30:00
0,197,24,173,2019-03-14 20:00:00
0,194,23,171,2019-03-14 20:30:00
0,116,14,102,2019-03-14 21:00:00
0,118,14,104,2019-03-14 21:30:00
0,88,11,77,2019-03-14 22:00:00
0,69,8,61,2019-03-14 22:30:00
0,28,3,25,2019-03-14 23:00:00
0,41,5,36,2019-03-14 23:30:00
0,30,4,26,2019-03-15 00:00:00
0,15,2,13,2019-03-15 00:30:00
0,0,0,0,2019-03-15 01:00:00
0,3,0,3,2019-03-15 01:30:00
0,26,3,23,2019-03-15 02:00:00
0,9,1,8,2019-03-15 02:30:00
0,16,2,14,2019-03-15 03:00:00
0,21,3,18,2019-03-15 03:30:00
0,29,3,26,2019-03-15 04:00:00
0,18,2,16,2019-03-15 04:30:00
0,46,6,40,2019-03-15 05:00:00
0,29,3,26,2019-03-15 05:30:00
0,91,11,80,2019-03-15 06:00:00
0,83,10,73,2019-03-15 06:30:00
0,204,24,180,2019-03-15 07:00:00
0,190,23,167,2019-03-15 07:30:00
0,281,34,247,2019-03-15 08:00:00
0,286,34,252,2019-03-15 08:30:00
0,227,27,200,2019-03-15 09:00:00
0,238,29,209,2019-03-15 09:30:00
0,181,22,159,2019-03-15 10:00:00
0,188,23,165,2019-03-15 10:30:00
0,200,24,176,2019-03-15 11:00:00
0,235,28,207,2019-03-15 11:30:00
0,231,28,203,2019-03-15 12:00:00
0,219,26,193,2019-03-15 12:30:00
0,234,28,206,2019-03-15 13:00:00
0,250,30,220,2019-03-15 13:30:00
0,202,24,178,2019-03-15 14:00:00
0,201,24,177,2019-03-15 14:30:00
0,215,26,189,2019-03-15 15:00:00
0,206,25,181,2019-03-15 15:30:00
0,223,27,196,2019-03-15 16:00:00
0,209,25,184,2019-03-15 16:30:00
0,288,35,253,2019-03-15 17:00:00
0,286,34,252,2019-03-15 17:30:00
0,327,39,288,2019-03-15 18:00:00
0,328,39,289,2019-03-15 18:30:00
0,221,27,194,2019-03-15 19:00:00
0,253,30,223,2019-03-15 19:30:00
0,168,20,148,2019-03-15 20:00:00
0,175,21,154,2019-03-15 20:30:00
0,123,15,108,2019-03-15 21:00:00
0,111,13,98,2019-03-15 21:30:00
0,50,6,44,2019-03-15 22:00:00
0,74,9,65,2019-03-15 22:30:00
0,31,4,27,2019-03-15 23:00:00
0,36,4,32,2019-03-15 23:30:00
0,6,1,5,2019-03-16 00:00:00
0,10,1,9,2019-03-16 00:30:00
0,0,0,0,2019-03-16 01:00:00
0,26,3,23,2019-03-16 01:30:00
0,13,2,11,2019-03-16 02:00:00
0,23,3,20,2019-03-16 02:30:00
0,34,4,30,2019-03-16 03:00:00
0,10,1,9,2019-03-16 03:30:00
0,0,0,0,2019-03-16 04:00:00
0,1,0,1,2019-03-16 04:30:00
0,8,1,7,2019-03-16 05:00:00
0,16,2,14,2019-03-16 05:30:00
0,53,6,47,2019-03-16 06:00:00
0,28,3,25,2019-03-16 06:30:00
0,109,13,96,2019-03-16 07:00:00
0,86,10,76,2019-03-16 07:30:00
0,163,20,143,2019-03-16 08:00:00
0,158,19,139,2019-03-16 08:30:00
0,123,15,108,2019-03-16 09:00:00
0,126,15,111,2019-03-16 09:30:00
0,104,12,92,2019-03-16 10:00:00
0,103,12,91,2019-03-16 10:30:00
0,93,11,82,2019-03-16 11:00:00
0,112,13,99,2019-03-16 11:30:00
0,143,17,126,2019-03-16 12:00:00
0,145,17,128,2019-03-16 12:30:00
0,140,17,123,2019-03-16 13:00:00
0,132,16,116,2019-03-16 13:30:00
0,105,13,92,2019-03-16 14:00:00
0,130,16,114,2019-03-16 14:30:00
0,109,13,96,2019-03-16 15:00:00
0,109,13,96,2019-03-16 15:30:00
0,115,14,101,2019-03-16 16:00:00
0,119,14,105,2019-03-16 16:30:00
0,141,17,124,2019-03-16 17:00:00
0,145,17,128,2019-03-16 17:30:00
0,163,20,143,2019-03-16 18:00:00
0,172,21,151,2019-03-16 18:30:00
0,162,19,143,2019-03-16 19:00:00
0,134,16,118,2019-03-16 19:30:00
0,91,11,80,2019-03-16 20:00:00
0,100,12,88,2019-03-16 20:30:00
0,72,9,63,2019-03-16 21:00:00
0,50,6,44,2019-03-16 21:30:00
0,36,4,32,2019-03-16 22:00:00
0,50,6,44,2019-03-16 22:30:00
0,25,3,22,2019-03-16 23:00:00
0,23,3,20,2019-03-16 23:30:00
0,32,4,28,2019-03-17 00:00:00
0,6,1,5,2019-03-17 00:30:00
0,12,1,11,2019-03-17 01:00:00
0,5,1,4,2019-03-17 01:30:00
0,28,3,25,2019-03-17 02:00:00
0,0,0,0,2019-03-17 02:30:00
0,2,0,2,2019-03-17 03:00:00
0,4,0,4,2019-03-17 03:30:00
0,20,2,18,2019-03-17 04:00:00
0,19,2,17,2019-03-17 04:30:00
0,39,5,34,2019-03-17 05:00:00
0,3,0,3,2019-03-17 05:30:00
0,61,7,54,2019-03-17 06:00:00
0,49,6,43,2019-03-17 06:30:00
0,97,12,85,2019-03-17 07:00:00
0,111,13,98,2019-03-17 07:30:00
0,148,18,130,2019-03-17 08:00:00
0,135,16,119,2019-03-17 08:30:00
0,122,15,107,2019-03-17 09:00:00
0,109,13,96,2019-03-17 09:30:00
0,102,12,90,2019-03-17 10:00:00
0,114,14,100,2019-03-17 10:30:00
0,116,14,102,2019-03-17 11:00:00
0,132,16,116,2019-03-17 11:30:00
0,119,14,105,2019-03-17 12:00:00
0,103,12,91,2019-03-17 12:30:00
0,115,14,101,2019-03-17 13:00:00
0,113,14,99,2019-03-17 13:30:00
0,98,12,86,2019-03-17 14:00:00
0,118,14,104,2019-03-17 14:30:00
0,102,12,90,2019-03-17 15:00:00
0,86,10,76,2019-03-17 15:30:00
0,127,15,112,2019-03-17 16:00:00
0,117,14,103,2019-03-17 16:30:00
0,150,18,132,2019-03-17 17:00:00
0,147,18,129,2019-03-17 17:30:00
0,184,22,162,2019-03-17 18:00:00
0,176,21,155,2019-03-17 18:30:00
0,150,18,132,2019-03-17 19:00:00
0,140,17,123,2019-03-17 19:30:00
0,98,12,86,2019-03-17 20:00:00
0,98,12,86,2019-03-17 20:30:00
0,46,6,40,2019-03-17 21:00:00
0,61,7,54,2019-03-17 21:30:00
0,35,4,31,2019-03-17 22:00:00
0,41,5,36,2019-03-17 22:30:00
0,6,1,5,2019-03-17 23:00:00
0,42,5,37,2019-03-17 23:30:00
0,26,3,23,2019-03-18 00:00:00
0,10,1,9,2019-03-18 00:30:00
0,0,0,0,2019-03-18 01:00:00
0,17,2,15,2019-03-18 01:30:00
0,17,2,15,2019-03-18 02:00:00
0,9,1,8,2019-03-18 02:30:00
0,19,2,17,2019-03-18 03:00:00
0,10,1,9,2019-03-18 03:30:00
0,29,3,26,2019-03-18 04:00:00
0,13,2,11,2019-03-18 04:30:00
0,40,5,35,2019-03-18 05:00:00
0,52,6,46,2019-03-18 05:30:00
0,126,15,111,2019-03-18 06:00:00
0,83,10,73,2019-03-18 06:30:00
0,184,22,162,2019-03-18 07:00:00
0,180,22,158,2019-03-18 07:30:00
0,299,36,263,2019-03-18 08:00:00
0,276,33,243,2019-03-18 08:30:00
0,224,27,197,2019-03-18 09:00:00
0,230,28,202,2019-03-18 09:30:00
0,188,23,165,2019-03-18 10:00:00
0,189,23,166,2019-03-18 10:30:00
0,199,24,175,2019-03-18 11:00:00
0,180,22,158,2019-03-18 11:30:00
0,203,24,179,2019-03-18 12:00:00
0,215,26,189,2019-03-18 12:30:00
0,227,27,200,2019-03-18 13:00:00
0,223,27,196,2019-03-18 13:30:00
0,184,22,162,2019-03-18 14:00:00
0,199,24,175,2019-03-18 14:30:00
0,210,25,185,2019-03-18 15:00:00
0,207,25,182,2019-03-18 15:30:00
0,214,26,188,2019-03-18 16:00:00
0,204,24,180,2019-03-18 16:30:00
0,273,33,240,2019-03-18 17:00:00
0,258,31,227,2019-03-18 17:30:00
0,306,37,269,2019-03-18 18:00:00
0,310,37,273,2019-03-18 18:30:00
0,262,31,231,2019-03-18 19:00:00
0,248,30,218,2019-03-18 19:30:00
0,184,22,162,2019-03-18 20:00:00
0,164,20,144,2019-03-18 20:30:00
0,126,15,111,2019-03-18 21:00:00
0,108,13,95,2019-03-18 21:30:00
0,68,8,60,2019-03-18 22:00:00
0,100,12,88,2019-03-18 22:30:00
0,49,6,43,2019-03-18 23:00:00
0,34,4,30,2019-03-18 23:30:00
0,24,3,21,2019-03-19 00:00:00
0,29,3,26,2019-03-19 00:30:00
0,35,4,31,2019-03-19 01:00:00
0,14,2,12,2019-03-19 01:30:00
0,0,0,0,2019-03-19 02:00:00
0,15,2,13,2019-03-19 02:30:00
0,18,2,16,2019-03-19 03:00:00
0,19,2,17,2019-03-19 03:30:00
0,38,5,33,2019-03-19 04:00:00
0,26,3,23,2019-03-19 04:30:00
0,50,6,44,2019-03-19 05:00:00
0,27,3,24,2019-03-19 05:30:00
0,105,13,92,2019-03-19 06:00:00
0,120,14,106,2019-03-19 06:30:00
0,199,24,175,2019-03-19 07:00:00
0,193,23,170,2019-03-19 07:30:00
0,292,35,257,2019-03-19 08:00:00
0,311,37,274,2019-03-19 08:30:00
0,219,26,193,2019-03-19 09:00:00
0,229,27,202,2019-03-19 09:30:00
0,206,25,181,2019-03-19 10:00:00
0,209,25,184,2019-03-19 10:30:00
0,200,24,176,2019-03-19 11:00:00
0,209,25,184,2019-03-19 11:30:00
0,217,26,191,2019-03-19 12:00:00
0,221,27,194,2019-03-19 12:30:00
0,223,27,196,2019-03-19 13:00:00
0,211,25,186,2019-03-19 13:30:00
0,205,25,180,2019-03-19 14:00:00
0,216,26,190,2019-03-19 14:30:00
0,188,23,165,2019-03-19 15:00:00
0,197,24,173,2019-03-19 15:30:00
0,223,27,196,2019-03-19 16:00:00
0,202,24,178,2019-03-19 16:30:00
0,267,32,235,2019-03-19 17:00:00
0,252,30,222,2019-03-19 17:30:00
0,334,40,294,2019-03-19 18:00:00
0,348,42,306,2019-03-19 18:30:00
0,269,32,237,2019-03-19 19:00:00
0,242,29,213,2019-03-19 19:30:00
0,179,21,158,2019-03-19 20:00:00
0,171,21,150,2019-03-19 20:30:00
0,116,14,102,2019-03-19 21:00:00
0,134,16,118,2019-03-19 21:30:00
0,54,6,48,2019-03-19 22:00:00
0,83,10,73,2019-03-19 22:30:00
0,39,5,34,2019-03-19 23:00:00
0,57,7,50,2019-03-19 23:30:00
0,27,3,24,2019-03-20 00:00:00
0,17,2,15,2019-03-20 00:30:00
0,23,3,20,2019-03-20 01:00:00
0,29,3,26,2019-03-20 01:30:00
0,18,2,16,2019-03-20 02:00:00
0,24,3,21,2019-03-20 02:30:00
0,12,1,11,2019-03-20 03:00:00
0,0,0,0,2019-03-20 03:30:00
0,33,4,29,2019-03-20 04:00:00
0,30,4,26,2019-03-20 04:30:00
0,42,5,37,2019-03-20 05:00:00
0,41,5,36,2019-03-20 05:30:00
0,107,13,94,2019-03-20 06:00:00
0,90,11,79,2019-03-20 06:30:00
0,182,22,160,2019-03-20 07:00:00
0,188,23,165,2019-03-20 07:30:00
0,304,36,268,2019-03-20 08:00:00
0,273,33,240,2019-03-20 08:30:00
0,244,29,215,2019-03-20 09:00:00
0,222,27,195,2019-03-20 09:30:00
0,187,22,165,2019-03-20 10:00:00
0,215,26,189,2019-03-20 10:30:00
0,204,24,180,2019-03-20 11:00:00
0,189,23,166,2019-03-20 11:30:00
0,216,26,190,2019-03-20 12:00:00
0,231,28,203,2019-03-20 12:30:00
0,239,29,210,2019-03-20 13:00:00
0,220,26,194,2019-03-20 13:30:00
0,210,25,185,2019-03-20 14:00:00
0,214,26,188,2019-03-20 14:30:00
0,192,23,169,2019-03-20 15:00:00
0,204,24,180,2019-03-20 15:30:00
0,215,26,189,2019-03-20 16:00:00
0,209,25,184,2019-03-20 16:30:00
0,259,31,228,2019-03-20 17:00:00
0,266,32,234,2019-03-20 17:30:00
0,320,38,282,2019-03-20 18:00:00
0,313,38,275,2019-03-20 18:30:00
0,240,29,211,2019-03-20 19:00:00
0,258,31,227,2019-03-20 19:30:00
0,173,21,152,2019-03-20 20:00:00
0,181,22,159,2019-03-20 20:30:00
0,129,15,114,2019-03-20 21:00:00
0,122,15,107,2019-03-20 21:30:00
0,97,12,85,2019-03-20 22:00:00
0,60,7,53,2019-03-20 22:30:00
0,50,6,44,2019-03-20 23:00:00
0,36,4,32,2019-03-20 23:30:00
0,47,6,41,2019-03-21 00:00:00
0,45,5,40,2019-03-21 00:30:00
0,0,0,0,2019-03-21 01:00:00
0,8,1,7,2019-03-21 01:30:00
0,26,3,23,2019-03-21 02:00:00
0,27,3,24,2019-03-21 02:30:00
0,27,3,24,2019-03-21 03:00:00
0,17,2,15,2019-03-21 03:30:00
0,27,3,24,2019-03-21 04:00:00
0,30,4,26,2019-03-21 04:30:00
0,39,5,34,2019-03-21 05:00:00
0,52,6,46,2019-03-21 05:30:00
0,68,8,60,2019-03-21 06:00:00
0,103,12,91,2019-03-21 06:30:00
0,178,21,157,2019-03-21 07:00:00
0,202,24,178,2019-03-21 07:30:00
0,287,34,253,2019-03-21 08:00:00
0,279,33,246,2019-03-21 08:30:00
0,234,28,206,2019-03-21 09:00:00
0,219,26,193,2019-03-21 09:30:00
0,189,23,166,2019-03-21 10:00:00
0,181,22,159,2019-03-21 10:30:00
0,205,25,180,2019-03-21 11:00:00
0,211,25,186,2019-03-21 11:30:00
0,232,28,204,2019-03-21 12:00:00
0,218,26,192,2019-03-21 12:30:00
0,238,29,209,2019-03-21 13:00:00
0,225,27,198,2019-03-21 13:30:00
0,204,24,180,2019-03-21 14:00:00
0,212,25,187,2019-03-21 14:30:00
0,213,26,187,2019-03-21 15:00:00
0,196,24,172,2019-03-21 15:30:00
0,212,25,187,2019-03-21 16:00:00
0,213,26,187,2019-03-21 16:30:00
0,266,32,234,2019-03-21 17:00:00
0,254,30,224,2019-03-21 17:30:00
0,332,40,292,2019-03-21 18:00:00
0,315,38,277,2019-03-21 18:30:00
0,251,30,221,2019-03-21 19:00:00
0,235,28,207,2019-03-21 19:30:00
0,174,21,153,2019-03-21 20:00:00
0,175,21,154,2019-03-21 20:30:00
0,110,13,97,2019-03-21 21:00:00
0,139,17,122,2019-03-21 21:30:00
0,74,9,65,2019-03-21 22:00:00
0,91,11,80,2019-03-21 22:30:00
0,52,6,46,2019-03-21 23:00:00
0,32,4,28,2019-03-21 23:30:00
0,20,2,18,2019-03-22 00:00:00
0,30,4,26,2019-03-22 00:30:00
0,21,3,18,2019-03-22 01:00:00
0,21,3,18,2019-03-22 01:30:00
0,15,2,13,2019-03-22 02:00:00
0,0,0,0,2019-03-22 02:30:00
0,15,2,13,2019-03-22 03:00:00
0,0,0,0,2019-03-22 03:30:00
0,26,3,23,2019-03-22 04:00:00
0,13,2,11,2019-03-22 04:30:00
0,31,4,27,2019-03-22 05:00:00
0,37,4,33,2019-03-22 05:30:00
0,98,12,86,2019-03-22 06:00:00
0,78,9,69,2019-03-22 06:30:00
0,169,20,149,2019-03-22 07:00:00
0,177,21,156,2019-03-22 07:30:00
0,265,32,233,2019-03-22 08:00:00
0,278,33,245,2019-03-22 08:30:00
0,249,30,219,2019-03-22 09:00:00
0,217,26,191,2019-03-22 09:30:00
0,208,25,183,2019-03-22 10:00:00
0,184,22,162,2019-03-22 10:30:00
0,209,25,184,2019-03-22 11:00:00
0,201,24,177,2019-03-22 11:30:00
0,219,26,193,2019-03-22 12:00:00
0,227,27,200,2019-03-22 12:30:00
0,246,30,216,2019-03-22 13:00:00
0,227,27,200,2019-03-22 13:30:00
0,206,25,181,2019-03-22 14:00:00
0,193,23,170,2019-03-22 14:30:00
0,207,25,182,2019-03-22 15:00:00
0,197,24,173,2019-03-22 15:30:00
0,225,27,198,2019-03-22 16:00:00
0,214,26,188,2019-03-22 16:30:00
0,286,34,252,2019-03-22 17:00:00
0,241,29,212,2019-03-22 17:30:00
0,316,38,278,2019-03-22 18:00:00
0,331,40,291,2019-03-22 18:30:00
0,241,29,212,2019-03-22 19:00:00
0,235,28,207,2019-03-22 19:30:00
0,167,20,147,2019-03-22 20:00:00
0,153,18,135,2019-03-22 20:30:00
0,688,83,605,2019-03-22 21:00:00
0,705,85,620,2019-03-22 21:30:00
0,84,10,74,2019-03-22 22:00:00
0,57,7,50,2019-03-22 22:30:00
0,30,4,26,2019-03-22 23:00:00
0,35,4,31,2019-03-22 23:30:00
0,26,3,23,2019-03-23 00:00:00
0,4,0,4,2019-03-23 00:30:00
0,3,0,3,2019-03-23 01:00:00
0,22,3,19,2019-03-23 01:30:00
0,20,2,18,2019-03-23 02:00:00
0,5,1,4,2019-03-23 02:30:00
0,0,0,0,2019-03-23 03:00:00
0,0,0,0,2019-03-23 03:30:00
0,4,0,4,2019-03-23 04:00:00
0,0,0,0,2019-03-23 04:30:00
0,31,4,27,2019-03-23 05:00:00
0,14,2,12,2019-03-23 05:30:00
0,58,7,51,2019-03-23 06:00:00
0,75,9,66,2019-03-23 06:30:00
0,119,14,105,2019-03-23 07:00:00
0,91,11,80,2019-03-23 07:30:00
0,170,20,150,2019-03-23 08:00:00
0,173,21,152,2019-03-23 08:30:00
0,118,14,104,2019-03-23 09:00:00
0,115,14,101,2019-03-23 09:30:00
0,109,13,96,2019-03-23 10:00:00
0,91,11,80,2019-03-23 10:30:00
0,130,16,114,2019-03-23 11:00:00
0,84,10,74,2019-03-23 11:30:00
0,108,13,95,2019-03-23 12:00:00
0,118,14,104,2019-03-23 12:30:00
0,121,15,106,2019-03-23 13:00:00
0,126,15,111,2019-03-23 13:30:00
0,116,14,102,2019-03-23 14:00:00
0,110,13,97,2019-03-23 14:30:00
0,124,15,109,2019-03-23 15:00:00
0,84,10,74,2019-03-23 15:30:00
0,118,14,104,2019-03-23 16:00:00
0,110,13,97,2019-03-23 16:30:00
0,147,18,129,2019-03-23 17:00:00
0,148,18,130,2019-03-23 17:30:00
0,165,20,145,2019-03-23 18:00:00
0,168,20,148,2019-03-23 18:30:00
0,144,17,127,2019-03-23 19:00:00
0,139,17,122,2019-03-23 19:30:00
0,85,10,75,2019-03-23 20:00:00
0,118,14,104,2019-03-23 20:30:00
0,91,11,80,2019-03-23 21:00:00
0,46,6,40,2019-03-23 21:30:00
0,42,5,37,2019-03-23 22:00:00
0,69,8,61,2019-03-23 22:30:00
0,31,4,27,2019-03-23 23:00:00
0,25,3,22,2019-03-23 23:30:00
0,11,1,10,2019-03-24 00:00:00
0,7,1,6,2019-03-24 00:30:00
0,8,1,7,2019-03-24 01:00:00
0,4,0,4,2019-03-24 01:30:00
0,19,2,17,2019-03-24 02:00:00
0,5,1,4,2019-03-24 02:30:00
0,5,1,4,2019-03-24 03:00:00
0,0,0,0,2019-03-24 03:30:00
0,12,1,11,2019-03-24 04:00:00
0,1,0,1,2019-03-24 04:30:00
0,20,2,18,2019-03-24 05:00:00
0,35,4,31,2019-03-24 05:30:00
0,57,7,50,2019-03-24 06:00:00
0,58,7,51,2019-03-24 06:30:00
0,109,13,96,2019-03-24 07:00:00
0,105,13,92,2019-03-24 07:30:00
0,158,19,139,2019-03-24 08:00:00
0,156,19,137,2019-03-24 08:30:00
0,136,16,120,2019-03-24 09:00:00
0,113,14,99,2019-03-24 09:30:00
0,126,15,111,2019-03-24 10:00:00
0,110,13,97,2019-03-24 10:30:00
0,104,12,92,2019-03-24 11:00:00
0,107,13,94,2019-03-24 11:30:00
0,113,14,99,2019-03-24 12:00:00
0,123,15,108,2019-03-24 12:30:00
0,115,14,101,2019-03-24 13:00:00
0,137,16,121,2019-03-24 13:30:00
0,103,12,91,2019-03-24 14:00:00
0,85,10,75,2019-03-24 14:30:00
0,101,12,89,2019-03-24 15:00:00
0,86,10,76,2019-03-24 15:30:00
0,118,14,104,2019-03-24 16:00:00
0,131,16,115,2019-03-24 16:30:00
0,154,18,136,2019-03-24 17:00:00
0,130,16,114,2019-03-24 17:30:00
0,167,20,147,2019-03-24 18:00:00
0,197,24,173,2019-03-24 18:30:00
0,139,17,122,2019-03-24 19:00:00
0,135,16,119,2019-03-24 19:30:00
0,106,13,93,2019-03-24 20:00:00
0,123,15,108,2019-03-24 20:30:00
0,79,9,70,2019-03-24 21:00:00
0,65,8,57,2019-03-24 21:30:00
0,43,5,38,2019-03-24 22:00:00
0,46,6,40,2019-03-24 22:30:00
0,15,2,13,2019-03-24 23:00:00
0,9,1,8,2019-03-24 23:30:00
0,26,3,23,2019-03-25 00:00:00
0,14,2,12,2019-03-25 00:30:00
0,19,2,17,2019-03-25 01:00:00
0,21,3,18,2019-03-25 01:30:00
0,46,6,40,2019-03-25 02:00:00
0,8,1,7,2019-03-25 02:30:00
0,17,2,15,2019-03-25 03:00:00
0,16,2,14,2019-03-25 03:30:00
0,27,3,24,2019-03-25 04:00:00
0,35,4,31,2019-03-25 04:30:00
0,34,4,30,2019-03-25 05:00:00
0,30,4,26,2019-03-25 05:30:00
0,75,9,66,2019-03-25 06:00:00
0,84,10,74,2019-03-25 06:30:00
0,196,24,172,2019-03-25 07:00:00
0,191,23,168,2019-03-25 07:30:00
0,278,33,245,2019-03-25 08:00:00
0,286,34,252,2019-03-25 08:30:00
0,230,28,202,2019-03-25 09:00:00
0,236,28,208,2019-03-25 09:30:00
0,193,23,170,2019-03-25 10:00:00
0,197,24,173,2019-03-25 10:30:00
0,183,22,161,2019-03-25 11:00:00
0,191,23,168,2019-03-25 11:30:00
0,239,29,210,2019-03-25 12:00:00
0,194,23,171,2019-03-25 12:30:00
0,221,27,194,2019-03-25 13:00:00
0,228,27,201,2019-03-25 13:30:00
0,201,24,177,2019-03-25 14:00:00
0,195,23,172,2019-03-25 14:30:00
0,199,24,175,2019-03-25 15:00:00
0,200,24,176,2019-03-25 15:30:00
0,214,26,188,2019-03-25 16:00:00
0,192,23,169,2019-03-25 16:30:00
0,263,32,231,2019-03-25 17:00:00
0,255,31,224,2019-03-25 17:30:00
0,313,38,275,2019-03-25 18:00:00
0,323,39,284,2019-03-25 18:30:00
0,253,30,223,2019-03-25 19:00:00
0,256,31,225,2019-03-25 19:30:00
0,164,20,144,2019-03-25 20:00:00
0,181,22,159,2019-03-25 20:30:00
0,129,15,114,2019-03-25 21:00:00
0,129,15,114,2019-03-25 21:30:00
0,87,10,77,2019-03-25 22:00:00
0,68,8,60,2019-03-25 22:30:00
0,38,5,33,2019-03-25 23:00:00
0,50,6,44,2019-03-25 23:30:00
0,9,1,8,2019-03-26 00:00:00
0,28,3,25,2019-03-26 00:30:00
0,14,2,12,2019-03-26 01:00:00
0,16,2,14,2019-03-26 01:30:00
0,0,0,0,2019-03-26 02:00:00
0,7,1,6,2019-03-26 02:30:00
0,18,2,16,2019-03-26 03:00:00
0,29,3,26,2019-03-26 03:30:00
0,34,4,30,2019-03-26 04:00:00
0,21,3,18,2019-03-26 04:30:00
0,38,5,33,2019-03-26 05:00:00
0,30,4,26,2019-03-26 05:30:00
0,100,12,88,2019-03-26 06:00:00
0,92,11,81,2019-03-26 06:30:00
0,197,24,173,2019-03-26 07:00:00
0,211,25,186,2019-03-26 07:30:00
0,290,35,255,2019-03-26 08:00:00
0,272,33,239,2019-03-26 08:30:00
0,220,26,194,2019-03-26 09:00:00
0,213,26,187,2019-03-26 09:30:00
0,186,22,164,2019-03-26 10:00:00
0,216,26,190,2019-03-26 10:30:00
0,208,25,183,2019-03-26 11:00:00
0,187,22,165,2019-03-26 11:30:00
0,228,27,201,2019-03-26 12:00:00
0,235,28,207,2019-03-26 12:30:00
0,221,27,194,2019-03-26 13:00:00
0,217,26,191,2019-03-26 13:30:00
0,201,24,177,2019-03-26 14:00:00
0,208,25,183,2019-03-26 14:30:00
0,208,25,183,2019-03-26 15:00:00
0,214,26,188,2019-03-26 15:30:00
0,230,28,202,2019-03-26 16:00:00
0,229,27,202,2019-03-26 16:30:00
0,281,34,247,2019-03-26 17:00:00
0,273,33,240,2019-03-26 17:30:00
0,302,36,266,2019-03-26 18:00:00
0,318,38,280,2019-03-26 18:30:00
0,249,30,219,2019-03-26 19:00:00
0,240,29,211,2019-03-26 19:30:00
0,181,22,159,2019-03-26 20:00:00
0,166,20,146,2019-03-26 20:30:00
0,104,12,92,2019-03-26 21:00:00
0,132,16,116,2019-03-26 21:30:00
0,78,9,69,2019-03-26 22:00:00
0,73,9,64,2019-03-26 22:30:00
0,51,6,45,2019-03-26 23:00:00
0,53,6,47,2019-03-26 23:30:00
0,29,3,26,2019-03-27 00:00:00
0,0,0,0,2019-03-27 00:30:00
0,12,1,11,2019-03-27 01:00:00
0,15,2,13,2019-03-27 01:30:00
0,6,1,5,2019-03-27 02:00:00
0,20,2,18,2019-03-27 02:30:00
0,32,4,28,2019-03-27 03:00:00
0,12,1,11,2019-03-27 03:30:00
0,8,1,7,2019-03-27 04:00:00
0,46,6,40,2019-03-27 04:30:00
0,35,4,31,2019-03-27 05:00:00
0,25,3,22,2019-03-27 05:30:00
0,98,12,86,2019-03-27 06:00:00
0,100,12,88,2019-03-27 06:30:00
0,182,22,160,2019-03-27 07:00:00
0,199,24,175,2019-03-27 07:30:00
0,284,34,250,2019-03-27 08:00:00
0,279,33,246,2019-03-27 08:30:00
0,232,28,204,2019-03-27 09:00:00
0,239,29,210,2019-03-27 09:30:00
0,192,23,169,2019-03-27 10:00:00
0,204,24,180,2019-03-27 10:30:00
0,204,24,180,2019-03-27 11:00:00
0,239,29,210,2019-03-27 11:30:00
0,211,25,186,2019-03-27 12:00:00
0,237,28,209,2019-03-27 12:30:00
0,224,27,197,2019-03-27 13:00:00
0,223,27,196,2019-03-27 13:30:00
0,214,26,188,2019-03-27 14:00:00
0,216,26,190,2019-03-27 14:30:00
0,215,26,189,2019-03-27 15:00:00
0,204,24,180,2019-03-27 15:30:00
0,208,25,183,2019-03-27 16:00:00
0,209,25,184,2019-03-27 16:30:00
0,271,33,238,2019-03-27 17:00:00
0,272,33,239,2019-03-27 17:30:00
0,337,40,297,2019-03-27 18:00:00
0,325,39,286,2019-03-27 18:30:00
0,258,31,227,2019-03-27 19:00:00
0,263,32,231,2019-03-27 19:30:00
0,172,21,151,2019-03-27 20:00:00
0,152,18,134,2019-03-27 20:30:00
0,101,12,89,2019-03-27 21:00:00
0,98,12,86,2019-03-27 21:30:00
0,89,11,78,2019-03-27 22:00:00
0,60,7,53,2019-03-27 22:30:00
0,55,7,48,2019-03-27 23:00:00
0,47,6,41,2019-03-27 23:30:00
0,46,6,40,2019-03-28 00:00:00
0,37,4,33,2019-03-28 00:30:00
0,19,2,17,2019-03-28 01:00:00
0,18,2,16,2019-03-28 01:30:00
0,19,2,17,2019-03-28 02:00:00
0,20,2,18,2019-03-28 02:30:00
0,12,1,11,2019-03-28 03:00:00
0,18,2,16,2019-03-28 03:30:00
0,41,5,36,2019-03-28 04:00:00
0,2,0,2,2019-03-28 04:30:00
0,43,5,38,2019-03-28 05:00:00
0,29,3,26,2019-03-28 05:30:00
0,97,12,85,2019-03-28 06:00:00
0,105,13,92,2019-03-28 06:30:00
0,189,23,166,2019-03-28 07:00:00
0,199,24,175,2019-03-28 07:30:00
0,271,33,238,2019-03-28 08:00:00
0,303,36,267,2019-03-28 08:30:00
0,223,27,196,2019-03-28 09:00:00
0,237,28,209,2019-03-28 09:30:00
0,202,24,178,2019-03-28 10:00:00
0,169,20,149,2019-03-28 10:30:00
0,196,24,172,2019-03-28 11:00:00
0,208,25,183,2019-03-28 11:30:00
0,239,29,210,2019-03-28 12:00:00
0,223,27,196,2019-03-28 12:30:00
0,228,27,201,2019-03-28 13:00:00
0,208,25,183,2019-03-28 13:30:00
0,222,27,195,2019-03-28 14:00:00
0,227,27,200,2019-03-28 14:30:00
